Iteration,GLMNETRIDGE,GLMNETLASSO,SVMLIN,SVMRAD,RF,EXTRATREES,NNET,LDA,C5,KNN,NB,RPART,GLM,GBM
1,0.9503885236102809,0.9511492691409011,0.9530511329674509,0.9453078302450687,0.9938596967885671,0.9741889909253926,0.9577242840841167,0.9435961528011737,0.9680758571971961,0.960278215508341,0.8867032549040917,1.0,0.9537032005651254,1.0
2,0.9172960930283107,0.9176221268271478,0.918274194424822,0.9347932402325707,0.9919578329620171,0.9669075694180297,0.9292506656523393,0.9122425691463347,0.9452806607618323,0.9454436776612508,0.8491006901048742,1.0,0.9198500244525348,1.0
3,0.9388686627180352,0.9393033744498179,0.9333804271042765,0.9303917839482693,0.9949464761180242,0.969841873607564,0.9488670325490409,0.924740531435092,0.9625061131337281,0.9487855240993316,0.8507308590990599,1.0,0.940770526544585,1.0
4,0.9569091995870238,0.9577786230505895,0.9544096071292724,0.9602238765418681,0.9935880019562028,0.9809813617344998,0.9617997065695811,0.9539748953974895,0.9437320002173558,0.9368581209585394,0.8668151931750258,1.0,0.9583220127153182,1.0
5,0.9274031407922622,0.9270227680269522,0.9260174971472042,0.9385426289191979,0.9841873607563983,0.9652774004238439,0.9394663913492365,0.9217518882790849,0.9492745747975874,0.9405531706786937,0.8385589306091398,1.0,0.9273488018257894,1.0
6,0.953811878498071,0.9538662174645438,0.9502255067108624,0.9412595772428409,0.9925555615932184,0.9689181111775255,0.9555507254252024,0.9423463565722979,0.9591642666956474,0.948242134434603,0.8637722110525458,1.0,0.9548443188610553,1.0
7,0.9466391349236537,0.9469651687224909,0.9404988317122208,0.9354453078302452,0.9928272564255828,0.9735912622941911,0.9487583546160953,0.9364777481932294,0.9574525892517525,0.9332174102048579,0.8618703472259959,1.0,0.9463674400912895,1.0
8,0.9227299896755964,0.9220235831114492,0.9235722436559255,0.9453893386947781,0.9929902733250013,0.9654404173232625,0.9376732054556324,0.920230397217845,0.9650600445579525,0.9532684888333424,0.8874096614682389,1.0,0.9237624300385806,1.0
9,0.9360973754279193,0.936206053360865,0.9355539857631907,0.9457153724936151,0.9871216649459327,0.9551160136934195,0.6421235668097593,0.9299027332500135,0.9680215182307232,0.9470738466554367,0.8744769874476988,1.0,0.9378362223550508,1.0
10,0.9470738466554365,0.9483236428843124,0.946150084225398,0.9413139162093137,0.9909253925990327,0.9747323805901211,0.9425093734717166,0.9449546269629951,0.954436776612509,0.9588925718632831,0.8494810628701842,1.0,0.9506058794761724,1.0
11,0.9465847959571809,0.9466391349236537,0.9457697114600881,0.9458240504265609,0.9901103081019399,0.973265228495354,0.940444492745748,0.9419116448405151,0.9600336901592131,0.9477530837363474,0.8993642340922675,1.0,0.9474542194207466,1.0
12,0.9673966201162854,0.9685377384122155,0.9702494158561104,0.9591914361788838,0.9976634244416671,0.9808726838015541,0.9729935336629898,0.9609846220724881,0.9641362821279139,0.9588925718632832,0.8759984785089387,1.0,0.9710916698364398,1.0
13,0.9043634190077705,0.904961147638972,0.9057762321360647,0.922458294843232,0.9853828180188012,0.9558224202575667,0.9213171765473019,0.8978970819975004,0.9474270499375103,0.9554692169754931,0.8759441395424657,1.0,0.9045807748736618,1.0
14,0.8883877628647503,0.8880073900994404,0.8868662718035103,0.8991468782263762,0.9813617344998098,0.9566918437211324,0.9166440254306363,0.8823017986197903,0.9409607129272402,0.9391946965168723,0.8289409335434439,1.0,0.8893658642612617,1.0
15,0.9344672064337336,0.9344128674672609,0.9301200891159052,0.9466391349236537,0.9888605118730642,0.9650600445579525,0.9406618486116395,0.9319676139759822,0.9521545400206488,0.9233548877900343,0.8902896266913004,1.0,0.935825680595555,1.0
16,0.9041460631418792,0.9040917241754062,0.903385317611259,0.9315329022441994,0.9826658696951585,0.957615606151171,0.9223496169102863,0.8956691843721133,0.9512036081073738,0.9389501711677444,0.8670868880073902,1.0,0.9047981307395533,1.0
17,0.9607672662065968,0.9617453676031084,0.9601151986089225,0.9482693039178395,0.9883714611748085,0.9664728576862468,0.9429984241699724,0.9518556757050481,0.9545454545454546,0.9481606259848938,0.8425256751616583,1.0,0.9620714014019455,1.0
18,0.9131119926099005,0.9133836874422648,0.9109656034342227,0.9371298157909037,0.9952181709503886,0.9565831657881867,0.9246318535021464,0.9078954518285062,0.946340270608053,0.944954626962995,0.8537738412215399,1.0,0.9127859588110634,1.0
19,0.9457153724936153,0.9455523555941966,0.9459327283595066,0.9411508993098952,0.9918491550290713,0.9591914361788838,0.9410422213769495,0.9269684290604793,0.9583491821985547,0.9452534912785959,0.8687170570015758,1.0,0.9453893386947779,1.0
20,0.9733739064282997,0.9745150247242299,0.9723414660653155,0.9596261479106667,0.9963592892463186,0.9782644134108569,0.9639732652284954,0.973265228495354,0.9564744878552409,0.9505515405096995,0.8737162419170788,1.0,0.9791881758408956,1.0
21,0.9276748356246265,0.9276204966581536,0.9261533445633864,0.9453893386947779,0.9895669184372113,0.964897027658534,0.9533228277998153,0.920556431016682,0.9607400967233605,0.9591914361788839,0.8853991197087431,1.0,0.9277291745910994,1.0
22,0.9763082106178341,0.9775036678802369,0.9745150247242297,0.9677498233983589,0.9941857305874042,0.9797859044720969,0.9771232951149269,0.970982991903494,0.9469379992392544,0.9585393685812096,0.8639895669184372,1.0,0.9798402434385698,1.0
23,0.9451719828288866,0.9451176438624137,0.9465847959571809,0.9522360484703581,0.9978807803075586,0.9756018040536869,0.944628593164158,0.942726729337608,0.9692441449763627,0.9534858446992338,0.872466445688203,1.0,0.9479976090854751,1.0
24,0.9618540455360538,0.962180079334891,0.9583220127153181,0.9590284192794654,0.9961962723469,0.977068956148454,0.9580503178829539,0.9597348258436126,0.9759550073357605,0.9458240504265608,0.8853991197087431,1.0,0.9634842145302396,1.0
25,0.9542465902298538,0.9550073357604739,0.9536488615986523,0.9485681682334403,0.9930446122914742,0.9809813617344997,0.9526707602021409,0.949193066347878,0.9578329620170625,0.9489485409987503,0.8818127479215345,1.0,0.9572352333858609,1.0
26,0.9079497907949792,0.9079497907949791,0.9096886377221105,0.9188719230560234,0.986578275281204,0.9612563169048525,0.9183828723577678,0.9005053523881976,0.9668260609683204,0.9372113242406129,0.8425800141281313,1.0,0.9111557898168776,1.0
27,0.9479432701190024,0.9478345921860565,0.9469651687224909,0.9612019779383797,0.9947291202521328,0.9782100744443841,0.9665271966527196,0.9393577134162907,0.9568276911373145,0.955088844210183,0.8338857794924741,1.0,0.9492474053143508,1.0
28,0.8848013910775417,0.8847470521110689,0.8834972558821931,0.8940933543444003,0.9853284790523283,0.9365320871597023,0.906482638700212,0.8809433244579689,0.9634027060805306,0.9125414334619356,0.8295386621746453,1.0,0.8854534586752161,1.0
29,0.9282182252893549,0.9288702928870293,0.9297940553170678,0.9410422213769494,0.9894582405042656,0.9715263815682227,0.9299570722164865,0.9168070423300549,0.9526979296853774,0.9384611204694887,0.8521980111938272,1.0,0.9310981905124165,1.0
