Iteration,GLMNETRIDGE,GLMNETLASSO,SVMLIN,SVMRAD,RF,EXTRATREES,NNET,LDA,C5,KNN,NB,RPART,GLM,GBM
1,0.9466934738901267,0.9452263217953594,0.9628321469325654,0.974460685757757,0.9964679671792642,0.982068141063957,0.9749497364560127,0.9569635385534967,0.9657392816388632,0.9523175569200674,0.8971906754333533,1.0,0.9651143835244254,1.0
2,0.9366951040591209,0.9435961528011737,0.9471825245883824,0.9711460088029127,0.9963592892463186,0.9865239363147313,0.986252241482367,0.9483236428843123,0.9638102483290767,0.9360430364614465,0.9196870075531164,1.0,0.9525077433027224,1.0
3,0.9200673803184264,0.919741346519589,0.9214801934467207,0.9406075096451667,0.9920665108949629,0.9726674998641527,0.9562571319893496,0.9219149051785036,0.9451448133456501,0.9495191001467153,0.894636744009129,1.0,0.9244144976362549,1.0
4,0.9379992392544695,0.9383796120197794,0.9365320871597022,0.9524534043362495,0.9956528826821713,0.9780470575449655,0.9597348258436125,0.9316415801771452,0.9610933000054339,0.9546813019616367,0.8999076237569961,1.0,0.9391403575503994,1.0
5,0.933543444003695,0.9331087322719122,0.9318045970765636,0.9587567244471009,0.9944030864532957,0.978590447209694,0.9727218388306255,0.9314785632777264,0.964081943161441,0.945253491278596,0.9114274846492418,1.0,0.9362603923273378,1.0
6,0.940009781013965,0.9406075096451666,0.9375645275226865,0.9569091995870239,0.9915774601967071,0.9739716350595011,0.9719067543335325,0.9401184589469108,0.9725588219312069,0.9396022387654186,0.8899092539259903,1.0,0.9427810683040809,1.0
7,0.935445307830245,0.9353366298972994,0.935119274031408,0.9553877085257838,0.9953811878498071,0.9766885833831441,0.9613649948377982,0.9356083247296637,0.9756561430201598,0.9582676737488453,0.8979514209639732,1.0,0.9387599847850894,1.0
8,0.9376732054556323,0.936966798891485,0.9435418138347008,0.9617453676031082,0.9954898657827528,0.9719610933000054,0.9622344183013639,0.9418573058740424,0.9633483671140574,0.9663913492365376,0.8946910829756018,1.0,0.9448459490300495,1.0
9,0.9406075096451666,0.9393577134162909,0.936260392327338,0.9646253328261696,0.9951638319839157,0.9764712275172527,0.99087105363256,0.9359343585285009,0.9380535782209422,0.9498451339455524,0.8950171167744388,1.0,0.9427267293376079,1.0
10,0.9622887572678368,0.9613649948377982,0.9666358745856654,0.9675052980492311,0.99733739064283,0.9863609194153128,0.9864152583817856,0.9659294680215182,0.9554963864587296,0.9483779818507851,0.9218062272455578,1.0,0.9679943487474869,1.0
11,0.9556594033581481,0.9556594033581481,0.9549529967940009,0.9625061131337282,0.9969570178775199,0.9826115307286856,0.9665815356191926,0.9483236428843124,0.9461229147421616,0.9566918437211324,0.9142531109058306,1.0,0.9566918437211325,1.0
12,0.9113188067162963,0.9286529370211377,0.9334891050372222,0.9538118784980709,0.99581589958159,0.9704396022387655,0.9481062870184209,0.9349019181655165,0.9525349127859588,0.9463131011248166,0.8707819377275443,1.0,0.9371841547573766,1.0
13,0.9455523555941967,0.9459327283595066,0.9393577134162908,0.9588654023800467,0.9946204423191871,0.9817421072651198,0.9696788567081455,0.9424006955387708,0.9588382328968102,0.938162256153888,0.9050698255719176,1.0,0.9463674400912895,1.0
14,0.9003966744552518,0.9274031407922623,0.9343585285007878,0.9620170624354726,0.9906536977666686,0.9738086181600827,0.9650600445579526,0.928598598054665,0.9442210509156115,0.955713742324621,0.9102863663533121,1.0,0.9362060533608652,1.0
15,0.9503885236102808,0.9498994729120253,0.9457153724936151,0.9569091995870238,0.9945661033527143,0.9834809541922513,0.9708743139705484,0.947291202521328,0.9716893984676412,0.9496821170461338,0.9164810085312177,1.0,0.9510405912079553,1.0
16,0.9281095473564094,0.9468021518230723,0.9509319132750095,0.9684833994457427,0.9961962723468999,0.9826658696951585,0.9645166548932239,0.9505515405096994,0.9761995326848883,0.9536760310818888,0.9103950442862578,1.0,0.9557680812910938,1.0
17,0.9432157800358637,0.9426180514046623,0.9473998804542737,0.960658588273651,0.9969026789110471,0.9721784491658969,0.9680486877139597,0.9456610335271424,0.9633755365972939,0.9510134217247188,0.8737162419170788,1.0,0.9493017442808238,1.0
18,0.9607672662065968,0.9609846220724884,0.9552246916263654,0.9721784491658969,0.9966309840786829,0.9865782752812042,0.9756561430201597,0.956420148888768,0.9743520078248112,0.9686192468619247,0.9302287670488507,1.0,0.9620714014019452,1.0
19,0.9478889311525296,0.9477802532195838,0.9435961528011737,0.964272129544096,0.9951638319839157,0.9793511927403141,0.9791881758408956,0.9370754768244308,0.9529967940009781,0.9445470847144487,0.889691898060099,1.0,0.9476172363201651,1.0
20,0.8886051187306417,0.9353366298972994,0.937727544422105,0.957615606151171,0.9885888170406999,0.9641362821279139,0.9452263217953595,0.9328370374395478,0.9706841275878932,0.9572080639026245,0.8945824050426561,1.0,0.9390316796174537,1.0
21,0.9425637124381894,0.9433244579688095,0.9402271368798566,0.9531598109003967,0.9951094930174429,0.9765799054501983,0.9668532304515568,0.9394120523827636,0.9735640928109548,0.9272401238928435,0.9140357550399392,1.0,0.9431614410693908,1.0
22,0.9719067543335326,0.9723958050317882,0.9702765853393468,0.978400260827039,0.9990762375699613,0.9867412921806227,0.9837526490246156,0.9710916698364398,0.9647340107591154,0.9673422811498126,0.8829538662174645,1.0,0.9760908547519427,1.0
23,0.9231103624409064,0.9278921914905179,0.9351192740314079,0.9552246916263654,0.9955985437156986,0.9816877682986469,0.956854860620551,0.935825680595555,0.9397109166983644,0.9356898331793729,0.8890941694288974,1.0,0.9390860185839266,1.0
24,0.9518556757050481,0.951910014671521,0.9488670325490409,0.958376351681791,0.9941313916209313,0.9741346519589198,0.9585393685812096,0.9459870673259795,0.9689724501439982,0.9673966201162854,0.8938759984785088,1.0,0.9519100146715209,1.0
25,0.9327283595066022,0.938923001684508,0.9506058794761724,0.9663098407868284,0.9914687822637613,0.9759821768189969,0.9739172960930282,0.9470195076889638,0.9534858446992338,0.9316415801771449,0.8809976634244417,1.0,0.9551703526598924,1.0
26,0.8995815899581591,0.9164266695647448,0.9256642938651307,0.9474542194207467,0.9908167146660871,0.9734282453947726,0.9583763516817911,0.924414497636255,0.9586480465141554,0.9372113242406129,0.8858881704069987,1.0,0.9271314459598978,1.0
27,0.9548443188610553,0.9541922512633809,0.9494647611802423,0.9592457751453568,0.9982068141063957,0.9800575993044611,0.9679943487474868,0.9488126935825681,0.9557409118078574,0.9636744009128947,0.9034396565777317,1.0,0.9554963864587295,1.0
28,0.9257186328316035,0.9468021518230724,0.9569363690702604,0.971743737434114,0.99771776340814,0.9791338368744227,0.9718524153670597,0.9512579470738466,0.9547899798945824,0.9438678476335379,0.906102265934902,1.0,0.9576699451176439,1.0
