Iteration,GLMNETRIDGE_Class_1,GLMNETRIDGE_Class_2,GLMNETRIDGE_Class_3,GLMNETLASSO_Class_1,GLMNETLASSO_Class_2,GLMNETLASSO_Class_3,SVMLIN_Class_1,SVMLIN_Class_2,SVMLIN_Class_3,SVMRAD_Class_1,SVMRAD_Class_2,SVMRAD_Class_3,RF_Class_1,RF_Class_2,RF_Class_3,EXTRATREES_Class_1,EXTRATREES_Class_2,EXTRATREES_Class_3,NNET_Class_1,NNET_Class_2,NNET_Class_3,LDA_Class_1,LDA_Class_2,LDA_Class_3,C5_Class_1,C5_Class_2,C5_Class_3,KNN_Class_1,KNN_Class_2,KNN_Class_3,NB_Class_1,NB_Class_2,NB_Class_3,RPART_Class_1,RPART_Class_2,RPART_Class_3,GLM_Class_1,GLM_Class_2,GLM_Class_3,GBM_Class_1,GBM_Class_2,GBM_Class_3
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.6644125105663566,0.6882297551789077,0.4784688995215311,0.6644125105663566,0.6882297551789077,0.4784688995215311,0.6644125105663566,0.6882297551789077,0.5131578947368421,0.6703296703296703,0.7098870056497175,0.3995215311004785,0.878909551986475,0.8676553672316384,0.9996012759170654,0.8020710059171597,0.811864406779661,0.8969298245614036,0.6644125105663566,0.6882297551789077,0.4784688995215311,0.6644125105663566,0.6882297551789077,0.45095693779904306,0.7301352493660186,0.7663370998116761,0.8991228070175439,0.783178360101437,0.8326741996233522,0.8947368421052632,0.6644125105663566,0.6882297551789077,0.4465709728867624,1.0,1.0,1.0,0.6644125105663566,0.6882297551789077,0.5227272727272727,0.9944209636517328,0.9929378531073446,1.0
3,0.7308960270498732,0.7496704331450095,0.5318979266347688,0.7308960270498732,0.7496704331450095,0.5318979266347688,0.7308960270498732,0.7496704331450095,0.4681020733652313,0.7378275570583264,0.7561676082862524,0.5311004784688995,0.9203296703296704,0.8920433145009417,0.9984051036682615,0.8471259509721047,0.847457627118644,0.9112838915470494,0.7308960270498732,0.7496704331450095,0.5318979266347688,0.7308960270498732,0.7496704331450095,0.5139553429027113,0.7945900253592562,0.82015065913371,0.9374003189792663,0.8642857142857143,0.8554143126177024,0.9509569377990431,0.7241335587489433,0.7042843691148776,0.5127591706539075,0.9998732037193576,0.9998587570621469,1.0,0.7308960270498732,0.7496704331450095,0.5299043062200957,0.9969991546914624,0.9968455743879473,1.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.667455621301775,0.6927495291902072,0.5263157894736842,0.667455621301775,0.6927495291902072,0.5263157894736842,0.667455621301775,0.6927495291902072,0.6076555023923446,0.7107354184277261,0.7437853107344633,0.6064593301435407,0.9224006762468301,0.9048022598870056,0.9932216905901117,0.7953930684699917,0.797975517890772,0.8568580542264752,0.667455621301775,0.6927495291902072,0.4736842105263158,0.667455621301775,0.6927495291902072,0.5263157894736842,0.823330515638208,0.8405367231638419,0.9479665071770336,0.8212595097210481,0.8366760828625235,0.9449760765550239,0.6471682163989857,0.6411487758945386,0.6331738437001595,0.9999154691462384,0.9999058380414313,1.0,0.667455621301775,0.6927495291902072,0.5263157894736842,0.995519864750634,0.9939736346516007,1.0
6,0.6730769230769231,0.6877118644067796,0.5215311004784688,0.6730769230769231,0.6877118644067796,0.5215311004784688,0.6730769230769231,0.6877118644067796,0.4784688995215311,0.7192307692307693,0.7249058380414313,0.6467304625199362,0.9097633136094674,0.9200094161958569,0.9940191387559808,0.8370667793744716,0.7894538606403014,0.9184609250398724,0.6730769230769231,0.6877118644067796,0.5215311004784688,0.6730769230769231,0.6877118644067796,0.4784688995215311,0.8408706677937448,0.8149717514124295,0.9080940988835726,0.8675824175824175,0.8564030131826742,0.9417862838915471,0.6605663567202028,0.6766007532956685,0.6411483253588517,0.9999577345731192,0.9999529190207157,1.0,0.6730769230769231,0.6877118644067796,0.4784688995215311,0.9928994082840237,0.9915254237288135,1.0
7,0.7510566356720203,0.7808851224105462,0.6830143540669856,0.7518174133558749,0.7804143126177024,0.6822169059011165,0.7703296703296705,0.8009416195856874,0.6730462519936204,0.8093829247675401,0.8389830508474577,0.8070175438596492,0.9790363482671175,0.9717514124293785,1.0,0.9595942519019443,0.9382297551789078,0.9912280701754386,0.6622147083685546,0.6678907721280603,0.5003987240829346,0.7666948436179205,0.7945386064030132,0.7053429027113238,0.8904480135249365,0.9148305084745763,0.9643141945773525,0.8841927303465765,0.8999999999999999,0.9144736842105264,0.7819103972950127,0.7854990583804142,0.7791068580542264,1.0,1.0,1.0,0.7394759087066779,0.7842749529190207,0.7161084529505581,1.0,1.0,1.0
8,0.7178360101437024,0.7411487758945385,0.4936204146730462,0.7178360101437024,0.7411487758945385,0.5171451355661881,0.7178360101437024,0.7411487758945385,0.4936204146730462,0.7411665257819104,0.7684557438794727,0.5817384370015949,0.9242603550295858,0.9233521657250472,0.996810207336523,0.8448858833474217,0.8177024482109227,0.8688197767145135,0.7178360101437024,0.7411487758945385,0.5083732057416268,0.7178360101437024,0.7411487758945385,0.4936204146730462,0.8079459002535926,0.8175141242937853,0.9086921850079746,0.8579459002535926,0.8689265536723163,0.9252392344497609,0.721724429416737,0.673446327683616,0.5805422647527911,0.9998309382924767,0.9998116760828626,1.0,0.7178360101437024,0.7411487758945385,0.49681020733652315,0.994843617920541,0.9941619585687382,1.0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.7185122569737954,0.7433145009416197,0.5003987240829346,0.7185122569737954,0.7433145009416197,0.5003987240829346,0.7185122569737954,0.7433145009416197,0.5893141945773525,0.7126796280642433,0.7610169491525424,0.4589314194577353,0.8795012679628065,0.8742467043314501,1.0,0.8195688926458157,0.8289077212806026,0.8909489633173844,0.7185122569737954,0.7433145009416197,0.5003987240829346,0.7185122569737954,0.7433145009416197,0.4617224880382775,0.7648774302620456,0.8059792843691148,0.9170653907496014,0.8024513947590871,0.8416195856873823,0.9013157894736842,0.7185122569737954,0.7402071563088511,0.5917065390749601,1.0,1.0,1.0,0.7185122569737954,0.7433145009416197,0.38516746411483255,0.9949704142011835,0.9945856873822975,1.0
