"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C16orf89",1.92925617159491,-0.420682671054372,0.225765639516531,-1.86336003988583,0.062411628163388,0.135503528725613
"EFNA1",0.525457165052508,-0.605949542096341,0.325212372993807,-1.86324258366357,0.0624281441442154,0.135522520482309
"C11orf65",13.3036929267582,-0.255825807353685,0.137319594962703,-1.86299564474516,0.0624628789852967,0.135581053116648
"SIDT1",9.0002388582641,-0.260781605591124,0.140002500707543,-1.86269248244274,0.0625055441583389,0.135656782513339
"SELENOP",7.32456542806651,-0.257689147100435,0.138359338159847,-1.86246299330173,0.0625378570557281,0.135669613180408
"CARMIL1",35.92668228921,-0.237122815173323,0.127322852265217,-1.86237435742791,0.0625503410037273,0.135669613180408
"LRRC55",0.744796115421856,-0.596307223313919,0.320161592526682,-1.86251954398379,0.0625298932336233,0.135669613180408
"TLCD3B",2.10946720279867,-0.435824464313569,0.234009598477173,-1.86242131583368,0.0625437268753588,0.135669613180408
"C19orf81",0.779473140940491,-0.573928888530665,0.308159286300728,-1.86244229541269,0.0625407720721031,0.135669613180408
"STXBP6",25.1089130178121,-0.241158991447893,0.129528084229352,-1.86182782585497,0.062627362959357,0.135819784538287
"RPL39L",5.19500668518116,-0.287299307998875,0.154316069105923,-1.86175885417138,0.0626370886165501,0.135823991412768
"TCP10L2",5.24908086788878,-0.321580565335445,0.172749421624065,-1.86154351379112,0.0626674616764184,0.13587296407471
"TBC1D30",12.2860066901186,-0.262961630361369,0.141276825981916,-1.86132175984071,0.0626987520769251,0.135923913257358
"USP19",1.32301243864776,-0.50564113582036,0.271672832370774,-1.86121347286677,0.0627140365112776,0.135925549751841
"FAM3B",4.89630392606418,-0.307213756278991,0.165061661615686,-1.86120600793585,0.06271509028103,0.135925549751841
