"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MUC7",4.87908003135184,0.243838158463572,0.103923018798369,2.34633444335047,0.0189590868450092,0.0928457101664536
"SPTBN5",2.91847368967513,-0.328436117025131,0.139978405904171,-2.34633417135768,0.0189591006819496,0.0928457101664536
"ABCB4",8.92004425196369,0.220188780998534,0.0938495647566918,2.34618862185862,0.0189665064088711,0.0928547709777011
"ZNF550",2.71042357400191,0.29930989009957,0.127589940462644,2.34587373435764,0.0189825369056534,0.0929060386064686
"ZNF324B",0.659348304668058,-0.507807971880201,0.216520689720387,-2.34530922904403,0.0190113047660087,0.0930195983193996
"KIF27",13.3157267393238,0.192879406550041,0.0822483542456972,2.34508530072055,0.0190227269744285,0.0930436435774333
"MRPL52",0.605724239613496,-0.484757800711746,0.206720216271606,-2.34499464761991,0.0190273527430697,0.0930436435774333
"OFD1",4.1911670877846,0.252339746747056,0.107633639449998,2.34443198275649,0.0190560859250975,0.0931568938730857
"CRYZ",3.58984007706736,0.259456035938367,0.11068213283394,2.3441546462394,0.0190702624117353,0.0931716942267594
"AAMDC",29.2515080950896,0.186966878318203,0.0797558313303477,2.34424085611732,0.0190658546727132,0.0931716942267594
"PLOD2",12.1336489903763,0.182493630412603,0.077869730555793,2.3435759840192,0.0190998713215963,0.0932206645509558
"DHX36",7.09779423949696,0.206276041324304,0.0880126282498878,2.34370959515763,0.0190930311589009,0.0932206645509558
"CDK13",17.4699247849026,0.177008823139825,0.0755310867655297,2.34352278935574,0.019102595194868,0.0932206645509558
"RP11-47I22.4",13.0118358205487,0.208208389718171,0.0888347223561608,2.34377261723644,0.0190898055150181,0.0932206645509558
"GRAMD1A",3.20450430862389,-0.304930638007739,0.130125839118574,-2.34335194357424,0.0191113457802118,0.0932361451752657
"CETN3",2.30883406621217,0.297138372602436,0.126816202556428,2.34306316237646,0.0191261448917101,0.0932539048191488
"OGFOD2",0.65827461396335,-0.533336109608584,0.227617317008996,-2.34312624635456,0.0191229111849732,0.0932539048191488
"REV3L",23.6610518097118,0.177828180077957,0.0758994964835845,2.34294281670786,0.0191323151785057,0.0932567850374876
