"","Module","MMlightcyan","MMsalmon","MMbrown","MMyellow","MMblue","MMmidnightblue","MMturquoise","MMblack","MMcyan","MMgreen","MMtan","MMgreenyellow","MMpink","MMmagenta","MMpurple","MMred","MMgrey","p.MMlightcyan","p.MMsalmon","p.MMbrown","p.MMyellow","p.MMblue","p.MMmidnightblue","p.MMturquoise","p.MMblack","p.MMcyan","p.MMgreen","p.MMtan","p.MMgreenyellow","p.MMpink","p.MMmagenta","p.MMpurple","p.MMred","p.MMgrey","GS.IPAH","GS.CHD","GS.SLE","p.GS.IPAH","p.GS.CHD","p.GS.SLE"
"PHLDB2","turquoise",0.10676097001381,0.0513246078945274,0.492540070124655,-0.150409514939576,0.38646740070731,0.570936891168424,0.779456104359588,-0.224329930712178,-0.341372874093207,-0.220946751654807,-0.32600189658127,-0.483878719883438,-0.314522059082162,-0.437497888263657,-0.424521122316722,-0.413753504282246,0.443036685804102,0.0256295638978092,0.284371711208467,4.37261673891968e-28,0.00161494981022532,5.12725166795528e-17,3.64508480562835e-39,2.17605245234847e-90,2.17349611912939e-06,2.17830888503692e-13,3.11150799463188e-06,2.80445417495307e-12,4.97942851319935e-27,1.72490783930924e-11,7.39505610160435e-22,1.51186658555617e-20,1.67785193674507e-19,1.95947315921703e-22,0.155099473969525,-0.113566459282257,-0.0695185202705306,0.00114313363409132,0.0175516358390997,0.146822640647327
"TAGLN3","grey",0.0416708293494271,0.0740793141947367,0.184138796334702,-0.0317669205963429,0.306595483394779,0.20466939198475,0.290975088925477,0.0844128243968759,-0.119027724056287,0.0520387153916548,-0.110852950935364,-0.18087639583359,-0.0848235286697979,-0.181480082711335,-0.156526938286196,-0.166369537967893,0.302123790242099,0.384851390306999,0.122035967741947,0.000108182298722455,0.507754518992824,5.78200132385233e-11,1.61787257278963e-05,5.64869790981466e-10,0.0779503055150143,0.012776061324366,0.277715551402664,0.020457968245153,0.000143700076103334,0.0765088346788442,0.00013639576729652,0.00102704676165044,0.000478904283193467,1.12601366708327e-10,0.019975657432785,-0.112413144885542,-0.0496348129453142,0.67709717140375,0.0187396383422199,0.300547728122623
"TMPRSS7","turquoise",-0.0244308940465905,0.0529113250393454,0.31673021736651,-0.0923498275330219,0.315266920451511,0.43418010525935,0.5088028604873,-0.14458018839671,-0.194607739167973,-0.130604436580103,-0.234503179376287,-0.336458653760286,-0.25775453243612,-0.257593595147418,-0.300124356925379,-0.267068488249833,0.342424087480557,0.610520957844625,0.269726596998356,1.22354378265184e-11,0.0537152311020047,1.53671380227725e-11,1.61961867872406e-21,3.74806786002002e-30,0.00244829481397572,4.2078970790263e-05,0.00625459935318036,7.14296241301144e-07,5.00799548344881e-13,4.6179193338924e-08,4.71077989983987e-08,1.51140831691333e-10,1.4257185609401e-08,1.8194750072424e-13,0.0695471742334053,-0.138336163787194,-0.0587993392969357,0.146655752753102,0.00376131800686112,0.219929943622009
"NEPRO","grey",0.137825927485435,-0.0381716172026536,0.150483097109188,0.040172846508297,-0.0109861291340105,0.17190911026318,0.145583560315126,0.129260535925244,-0.0760432628695124,-0.119569193661317,-0.0868018002818939,-0.102699259031415,-0.11368037522915,-0.130527497480361,-0.0753166826803389,-0.104955621216613,0.0521990582866912,0.00389274963595284,0.42605243351747,0.00160633810880892,0.402183503465917,0.818861801820429,0.000305841744265727,0.00228148013906888,0.00681496821320685,0.112423009468401,0.012371731576411,0.0698661097682457,0.0318402476723876,0.0174379437663936,0.00628552923717188,0.115907616876382,0.0282478018388982,0.27623565770733,0.161137851957801,-0.10051900258,-0.061627417954618,0.000722263823137077,0.0356753558187846,0.198503905295616
"BOC","blue",0.027771264826598,0.230908712419561,0.283643601286022,0.0581587533789248,0.611635438132379,0.206656317050768,0.343194428976076,-0.0847557072734844,-0.111458758988593,0.308775502236704,-0.0744762161241583,-0.103151973201446,-0.0300908059880368,-0.281801788977196,-0.194532900916136,-0.185261965475077,0.535757356759526,0.562592852439318,1.06457708818089e-06,1.57120046788779e-09,0.225004723504532,3.42332792082313e-46,1.33201028531788e-05,1.59394034727401e-13,0.0767453667813752,0.0197751395798023,4.16069525557926e-11,0.120043315005907,0.0310896917197208,0.530413441145757,2.02226034275073e-09,4.23716410619817e-05,9.79974529379008e-05,7.82084518004e-34,-0.00430144172123399,-0.0751557963223987,-0.0231040987766172,0.928555376704287,0.116690534775719,0.630046340520648
"RP11.553D4.3","turquoise",0.0958146456337593,0.0447458167565244,0.469982570436901,-0.0712657004199491,0.212931915754144,0.523557997804146,0.671955283836839,-0.134224050055734,-0.222765436736105,-0.255127258057446,-0.206027952724853,-0.349629815605178,-0.216565405990653,-0.354746539546319,-0.397049581601662,-0.414451853024826,0.300876709968105,0.0453027610129714,0.350727416731649,2.1401028993866e-25,0.136908731258046,7.1192896133776e-06,3.98017684394226e-32,1.0488354258306e-58,0.00494515797283794,2.56752045387819e-06,6.38070274757469e-08,1.41676866964093e-05,5.20111853309046e-14,4.91077710657168e-06,2.09581784538951e-14,5.93283727011006e-18,1.43912786644114e-19,1.35329784316443e-10,0.111367596467817,-0.0958918750208241,-0.0314206636661358,0.0198766073258542,0.0451286446404863,0.512393618513124
"USF3","grey",0.0170852767192812,-0.0206066836516371,0.144549568389083,0.00648457076635761,0.0784367085784626,0.137211627963675,0.183095618291936,-0.0816925677884088,-0.137568864633553,-0.0908843217453598,0.0485653716191606,-0.114438559190591,-0.060167577669038,-0.11355509400472,-0.0552413572122259,-0.052664878977696,0.100559899952277,0.721718527517906,0.667497441856757,0.00245355610761527,0.892477337726469,0.101523745694379,0.00405649446270251,0.000118525959474838,0.0880627209945082,0.00396052895980763,0.0576454995628134,0.311095047110133,0.0166975143124382,0.209365937973576,0.017563014228317,0.249169891154707,0.271966779964179,0.035599955157769,0.0625632393752603,-0.090309298198044,-0.0105882074247275,0.191760357056461,0.0592513614304128,0.825315221533326
"ZDHHC23","turquoise",-0.00674698220617177,0.0758586004203158,0.216399614577145,-0.00217089141157502,0.277129434813023,0.175948819219898,0.304524519368208,-0.0731851560462655,0.01779279065551,0.0255748452758247,-0.112618215187621,-0.157417683569729,-0.0955550270363393,-0.199028198463315,-0.173046972461525,-0.165895273217988,0.295634987840626,0.888154171664751,0.113300732954818,4.99539552942887e-06,0.963906789833226,3.80454645789112e-09,0.000218616170508784,7.8840748406407e-11,0.126619459028562,0.71070142127261,0.593904526134869,0.0185234123244916,0.00096022285871604,0.0458922226547602,2.78124976171695e-05,0.000278451782476497,0.000497329402799184,2.903112241237e-10,0.0377779066792438,-0.106489536702904,-0.0532285303218446,0.430843391256725,0.0260093292789175,0.266861831189894
"CCDC191","turquoise",0.0230197218857598,-0.0120531500702206,0.301848176418957,-0.163671503916776,0.221500987270891,0.486629557415689,0.556059120312465,-0.18126997980889,-0.263198880860101,-0.200229818290161,-0.28102261384687,-0.340281777283357,-0.236218412386996,-0.353396112616457,-0.259223072870469,-0.313047477414948,0.23050056269513,0.631296997011215,0.801618456929022,1.17279975438057e-10,0.000592840347628482,2.93502739489557e-06,2.31693771940191e-27,7.83474736490691e-37,0.000138897424025217,2.33609286180056e-08,2.4812348486461e-05,2.24887013531595e-09,2.62389724330338e-13,5.8910993205337e-07,2.66828487157484e-14,3.84837782534465e-08,2.1661072464986e-11,1.11347064441304e-06,0.141237533603138,0.0358438889837478,-0.11850372434523,0.00308743760687797,0.454825614621993,0.0131783963500482
"DRD3","turquoise",-0.0126752329961872,0.0288253241892019,0.267374945253291,-0.0953263361500421,0.312920003264011,0.34339905422466,0.451352462994496,-0.167663652461117,-0.248278264535258,-0.118981069203178,-0.205142727986692,-0.288277315077115,-0.248892283144556,-0.28539151225434,-0.170306223387605,-0.226036936912081,0.312357000203306,0.791609113802246,0.547853788975465,1.37057621224091e-08,0.0464167839837501,2.20904817250602e-11,1.5387871703575e-13,2.54715112124512e-23,0.000431805658578606,1.45767409002932e-07,0.0128114390666571,1.54491073751788e-05,8.25891256584399e-10,1.35494333368664e-07,1.23444412859284e-09,0.000348710685206148,1.80974643047324e-06,2.40884581632586e-11,0.178736256114515,-0.127537316275932,-0.0958901581296834,0.000172660100063741,0.00759909101299738,0.0451325093123901
"GAP43","turquoise",0.137022216409355,5.43893953207927e-05,0.331927662309403,-0.166931876867174,0.27165936939191,0.457992646780388,0.591002242202348,-0.147166277001984,-0.296463647873455,-0.163406489184156,-0.226902221090176,-0.355812389556419,-0.24218034521362,-0.368667452361166,-0.34033262097004,-0.323012221466228,0.294532491488732,0.00410822539449381,0.999095415309197,1.06503329993867e-12,0.000457880218268429,7.85496806337788e-09,4.79547581536903e-24,1.6661853633226e-42,0.00203933574178881,2.57576838998811e-10,0.000605293498322963,1.64839180508613e-06,1.73069980715858e-14,2.98085446264439e-07,1.62428627586148e-15,2.60128191112172e-13,4.53467341671781e-12,3.40198545925614e-10,0.128500972657139,-0.0482632500158495,-0.0817309861193151,0.00715119875348766,0.314118263893913,0.0879128965828727
"LSAMP","turquoise",0.1065174439078,-0.037048377801352,0.512041705921015,-0.233212226131129,0.268930074793302,0.677303723967777,0.887018179654275,-0.206037866330623,-0.393113228706894,-0.355403244371306,-0.385434633528683,-0.514243832137442,-0.370870458663134,-0.511884925354296,-0.507747821621558,-0.519349964292313,0.355318945568822,0.0259700616781574,0.43980267355044,1.40846319415829e-30,8.24973637508946e-07,1.12108993466682e-08,5.83753722506235e-60,4.41475125959454e-148,1.41539251828976e-05,1.33541063580234e-17,1.86281772433299e-14,6.30225101190579e-17,7.19663951576961e-31,1.07124326283725e-15,1.4771554611202e-30,5.14386628601847e-30,1.48838064180917e-31,1.8912424404563e-14,0.156520053119378,-0.0920818446480654,-0.102875640229869,0.00102757959626466,0.0544167843561733,0.0315460038841272
"UPK1B","turquoise",0.0169621140310666,0.0402170527374223,0.182726791329534,-0.137671597689133,0.300757316381401,0.267695702505593,0.387660534594596,-0.0839584406151118,-0.20483072085273,-0.0517771813620935,-0.155085957675508,-0.218852375054156,-0.14124422268674,-0.253661250659929,-0.23923949788177,-0.20044940121715,0.285953658389057,0.723642333382981,0.401665436232924,0.000122400376197196,0.00393331442019915,1.37726683819081e-10,1.31507374106869e-08,4.03611844114439e-17,0.0795706767280163,1.59264465674096e-05,0.280140920638131,0.00114428841599333,3.87445535569632e-06,0.00308601972032634,7.63042921134631e-08,4.18069419352022e-07,2.42983697007255e-05,1.14189289151848e-09,0.0419926268642539,-0.104985739090255,-0.0314484286063821,0.381188363046398,0.0282023066928226,0.512020817438433
"ARHGAP31","turquoise",0.0329990922063943,0.150785861683975,0.355834195272237,-0.0814225401192082,0.578916670198163,0.398076695863583,0.559932170789154,-0.128152298453705,-0.222997442918251,0.0576734164752347,-0.112157587076925,-0.294874994216977,-0.170825893125166,-0.320070726877394,-0.287505207795883,-0.291498301474675,0.558428412056617,0.491425950112864,0.00157134543474205,1.72392243891823e-14,0.0891215768305081,1.82414263776275e-40,4.79231940149922e-18,1.98687893858665e-37,0.00731045492370345,2.50505308719787e-06,0.228904721897618,0.0190121754008787,3.23868830023017e-10,0.000334234065851145,7.23842150599825e-12,9.20064880307598e-10,5.24506345723377e-10,3.39193548463444e-37,0.0979067113154521,-0.109705394816155,-0.0837548226520237,0.0407809386690845,0.0218077458084762,0.0803055971067278
"ADPRH","grey",0.00123713298049278,0.0882927415017672,0.103926849053791,-0.0513147032363441,0.257904714221037,0.0475362396165276,0.183163729905135,-0.036467511575417,-0.0739615342540987,0.110099837515248,0.055028627961986,-0.0330849010760079,-0.00254751082018473,-0.105054750685945,-0.125761488655862,-0.133869528152246,0.231975972467232,0.979426721065035,0.0651779165236121,0.0298401267121434,0.284464782181931,4.53286146049614e-08,0.32147184318731,0.000117823194053957,0.447011805850281,0.122632214852391,0.0213353306674172,0.251000115438979,0.490299382069521,0.957650550465541,0.0280982970965439,0.00849054102493416,0.00506149935272397,9.4626555734949e-07,0.0127469661412619,-0.108551631448506,0.059752507243878,0.790457088731255,0.0232420171340009,0.212531203069202
"PLA1A","blue",0.0153258573191619,0.123198026927893,0.209536155419646,-0.0199860208526308,0.415399261520343,0.199438268563833,0.307573034363503,0.0111163318668995,-0.0722318106289862,0.170755669090288,0.0843858264362936,-0.0759416080566038,-0.076162261304151,-0.230412906382183,-0.14988138103734,-0.170322886976935,0.378327985676832,0.749361637135637,0.00994173431127619,1.00155166971266e-05,0.676939085618913,1.16794846568927e-19,2.67519859322692e-05,4.99045608561556e-11,0.816752828169826,0.131652286184434,0.000336157028704365,0.0780458284735973,0.112905524012854,0.111860231832115,1.12424862972958e-06,0.00167801354799966,0.00034823755083487,2.55616877425527e-16,0.00600995828890838,-0.0962080366979285,-0.0427098932854687,0.900304472511545,0.04442169837498,0.373100799422733
"CFAP91","turquoise",0.036623822167055,-0.00202374324847982,0.265310677282595,-0.170879402046428,0.182957951896118,0.410808555115043,0.513872146382193,-0.11602267752243,-0.273927062276637,-0.194707741791981,-0.272072564372104,-0.30697349173855,-0.195170401907269,-0.32711411646402,-0.310895321402827,-0.298069984768311,0.204920592965553,0.44506527468501,0.966351774725694,1.78598357962673e-08,0.000332775708196749,0.000119958423951821,3.19244904967868e-19,8.06304890916605e-31,0.0152387473452932,5.8272943040374e-09,4.16908725533542e-05,7.44054593212574e-09,5.46238334216253e-11,3.99389825794274e-05,2.34218278729717e-12,3.01346391127978e-11,2.04039589950295e-10,1.57875337515404e-05,0.104904087937824,-0.0863822977105007,-0.0214679777485687,0.0283257926228024,0.0712338435939141,0.65448196208583
"RP11.169N13.5","turquoise",0.0251172928041225,0.028560556523407,0.301812828942823,-0.191827654275377,0.303919652409935,0.447070118772317,0.587099304222684,-0.115829271116655,-0.308391939576712,-0.154343539972675,-0.264199377161496,-0.313980156132212,-0.161206384773225,-0.408662622967962,-0.36862477558088,-0.332540794021286,0.303732618896685,0.600525955010165,0.551538120067301,1.17893538798412e-10,5.4340530917699e-05,8.62749551157265e-11,7.33498870147164e-23,7.7567194776325e-42,0.0154106399406737,4.4095690030027e-11,0.00120939331716317,2.0576428712852e-08,1.87577166719271e-11,0.000718443312388568,5.08115424009358e-19,1.63738531979317e-15,9.62352506844273e-13,8.87089182801605e-11,0.10272813590815,-0.0943874932027405,-0.0271833469214956,0.0317919145748431,0.0486232641299407,0.570895837046987
"FSTL1","turquoise",0.0184906199697297,0.102286074399589,0.404267606686824,0.103501759159367,0.447707206074793,0.309717861771073,0.431653087000041,-0.224533815447489,-0.178141952824487,0.0299659010818396,-0.158764278443793,-0.319634402779552,-0.216949668025438,-0.233210581957704,-0.211622901142126,-0.105765629459389,0.474660993535083,0.699893793708932,0.0325387267897142,1.30262076670961e-18,0.0305201913577356,6.27297025157892e-23,3.60597939800446e-11,2.92571211535533e-21,2.12662625942586e-06,0.00018162376933992,0.532122251865702,0.000866786454909327,7.75500596487278e-12,4.71988168756932e-06,8.25124571003935e-07,8.12577315469012e-06,0.027045946535119,6.15013992971272e-26,0.0085845859775019,-0.129956932014647,-0.0737456802778258,0.857979974502542,0.00651921357447671,0.123730834854792
"HGD","grey",0.0507973678029327,0.0143930153637646,0.0649468252200132,-0.0615794271807466,0.0729676433578051,0.140152302485901,0.145532389611653,-0.046571163454267,-0.0594219123907109,-0.0551230675192321,-0.0823034640021648,-0.0983071110872937,-0.004320724287773,-0.0954961267288039,-0.0916265533859014,-0.0553125293559498,0.0727887822922036,0.289354586595764,0.764151827692636,0.175345460140344,0.198854327689773,0.12775438482468,0.00332546989919833,0.00228972979838982,0.331405061516056,0.215076801594292,0.25018645029022,0.0857045167718359,0.0399604652585101,0.928235963824714,0.046026847576786,0.0556261513507332,0.248559639603029,0.128693530304703,-0.0196712502492583,-0.06440920381969,0.211979083265341,0.681746960803713,0.178953404650689,7.83924100895096e-06
"STXBP5L","turquoise",0.0376454589517478,-0.0477854769249333,0.476316070131598,-0.213105866113058,0.170347843417125,0.641335542014098,0.817144065584865,-0.262288997304155,-0.391706914980448,-0.375167102207556,-0.363026754843231,-0.486373681456914,-0.331660497310322,-0.450018280825104,-0.465018633053633,-0.474933736846959,0.259384671111029,0.432462086517987,0.318938333561748,3.93818906939082e-26,6.99484802639751e-06,0.000347530074094726,5.29776644170119e-52,3.9405816145545e-106,2.62071624755399e-08,1.77974685357123e-17,4.71316738833815e-16,4.64783757874e-15,2.48855870166292e-27,1.11305742259824e-12,3.54701401306067e-23,7.87022925629624e-25,5.71551933979449e-26,3.77169183160781e-08,0.133899596845449,-0.0426993230385607,-0.108036764388987,0.00505153703556022,0.373219210486302,0.02390795550075
"FBXO40","grey",0.12317786169904,0.193604372845524,0.214011227855204,0.0103068842468436,0.319405965967885,0.160416332327032,0.279644182786091,0.0575662117871919,-0.0372088119685619,0.0701866217363015,0.075794658579512,-0.0831021129681176,-0.104429582309243,-0.180642654644049,-0.162570546394127,-0.175600108273055,0.387692251020184,0.00995397342696428,4.61666465693029e-05,6.37993628520212e-06,0.829884804248014,8.03964625810231e-12,0.000763643808257771,2.71154969009711e-09,0.229772609193057,0.43782330680598,0.142968959108015,0.113605907341282,0.0826985403094667,0.0290526421089933,0.000146625576563301,0.000646182228598781,0.000225110548499832,4.01047344879164e-17,0.0892602790028401,-0.122780199144927,-0.0345645847124977,0.0622762274527655,0.0101980794479939,0.471092418264219
"IQCB1","turquoise",0.0487471056296707,-0.0289726460597661,0.444787262200213,0.140991122305258,0.086214118062317,0.279812958583917,0.422839411956217,-0.0966192439838738,-0.189102726043573,-0.171818518288887,-0.165772779738001,-0.257934684763921,-0.0954164714502232,-0.224802154274813,-0.229041255691232,-0.26812551843374,0.207265774837275,0.309285747792247,0.54580901879817,1.28122722479933e-22,0.0031400838354606,0.0717882782880331,2.65028692535012e-09,2.21436778684851e-20,0.0435161809916747,6.95763654901294e-05,0.000308127125763862,0.000502194153813997,4.51606927500424e-08,0.0462094380026285,2.06641213328545e-06,1.30650828589036e-06,1.24410156634188e-08,1.25442356163737e-05,0.00645907350315919,-0.101670653757259,-0.0243591627906029,0.892897570962023,0.033603308882883,0.611569705674452
"EAF2","turquoise",0.0240773137389595,-0.0616579894621017,0.298916425008607,-0.0934803567571383,0.042157277160377,0.376453277996898,0.462937913954369,-0.15038215150424,-0.227772590960491,-0.250897693641939,-0.230932203892902,-0.263685876143464,-0.206983878515156,-0.234444640066873,-0.252957610076315,-0.276801965372656,0.108788979285859,0.615698158643991,0.198280910866062,1.80359764676504e-10,0.0508379347800227,0.379322422170151,3.67738245491944e-16,1.34993391089868e-24,0.00161816308167016,1.5000409604864e-06,1.065798659714e-07,1.06182656184978e-06,2.19628508290507e-08,1.28976036221214e-05,7.18990396028068e-07,8.31117062583887e-08,3.97509310566624e-09,0.022940471225581,0.119441050836952,-0.0505701599281728,0.0122058636617744,0.0124663851465943,0.291519860459006,0.79915821275704
"SLC15A2","turquoise",0.0421609594428115,0.100659206879551,0.296951295154009,-0.0727895220914472,0.240994234694959,0.361129989946057,0.466103693154605,-0.0873489388409407,-0.0265429548580774,-0.0978016689684426,-0.114790514637209,-0.266430795085852,-0.203118061386842,-0.254230267956369,-0.272802746275981,-0.262999279935159,0.295956700656661,0.379280755890924,0.0354174310960969,2.40023306995124e-10,0.128689634861078,3.418377141617e-07,6.58829388354411e-15,5.93133202649917e-25,0.0681145924001772,0.580005521836957,0.0409985256516298,0.0163632519866942,1.54743022567131e-08,1.88062927390288e-05,7.11959457228935e-08,6.75942556047178e-09,2.39584852710526e-08,2.77148286249342e-10,0.119010267274031,-0.0786386892577085,-0.0323399361380051,0.0127892884653713,0.100643733407258,0.50012587627478
"CASR","turquoise",0.0653829979669768,0.0523176201024784,0.36877381596333,-0.146516322188195,0.400937618643647,0.499135005992651,0.633410213158006,-0.149054543928136,-0.300074641620097,-0.114731632160703,-0.173404287717312,-0.345028780920477,-0.277818293936163,-0.37617137712911,-0.309112269884745,-0.322366888490711,0.407063421087554,0.172458293700456,0.275144837192839,1.592085417248e-15,0.00213577938250599,2.63381544957035e-18,6.54473710537274e-29,2.17139612743267e-50,0.00178129153475409,1.52246736923741e-10,0.0164187629553876,0.000270334890170997,1.16137648483882e-13,3.46864225005494e-09,3.88330456305959e-16,3.95351693256951e-11,5.026816263573e-12,7.16857135016049e-19,0.0871100471990019,-0.0669912104726578,-0.0743245861938497,0.0688748634314242,0.162118911288999,0.12080155722779
"MIX23","grey",0.0464617171324644,0.00643953368811366,0.186033533889553,0.0334826655220433,0.149030823805926,0.161689288364758,0.223096619057448,-0.0155509178626519,0.0125507471439456,-0.035131461815049,-0.0737653506109976,-0.0551508028297059,0.0518297541673501,-0.157508872848989,-0.135789475349576,-0.136119034581499,0.189194691404796,0.332543912814983,0.893219636784234,9.15312822231816e-05,0.485095336570163,0.00178433848044691,0.000692048687090055,2.47879598088654e-06,0.745806787683233,0.793609416056823,0.463845202396551,0.123630403913713,0.249947839640503,0.279652231924239,0.000953613237964793,0.00445973449996714,0.00436319601193162,6.9002297340351e-05,0.0480608631789228,-0.157851163489141,-0.00724432812208286,0.316154207430096,0.000929176078546626,0.879969709484012
"KPNA1","brown",-0.0136338678032518,-0.025598340168277,0.71791215052913,0.471996143858155,0.10352808506836,0.220191608129009,0.462697188277207,-0.209166389605721,-0.0914601711849143,-0.131233266382671,-0.127513483987423,-0.221159976261199,-0.167684595751317,-0.165586773406681,-0.21368308865242,-0.287086776350191,0.288883233764667,0.776251987121468,0.593565422176983,1.98040776930419e-70,1.25422592779019e-25,0.0304776927609113,3.3683510429283e-06,1.436543877767e-24,1.03912987247914e-05,0.0560736351989911,0.00600688131904282,0.00761047860111094,3.04244439238327e-06,0.000431080155993519,0.000509665881122075,6.59659736926579e-06,9.75378901160474e-10,7.58614928492166e-10,-0.00248656630062631,-0.0679229892722114,-0.0614086081425273,0.95866276840552,0.156345636910143,0.20010528242716
"SLC49A4","turquoise",0.0381181637669538,-0.0682299859292578,0.346590646015906,-0.103358990982583,0.123770023223075,0.399543414483483,0.537750172274912,-0.174873148064322,-0.27596194699811,-0.236287371540388,-0.272324603577397,-0.291901536659807,-0.178921116915287,-0.282324886320963,-0.333900686923557,-0.309967012703304,0.180201244466992,0.426701070928486,0.154477935076813,8.85493517624105e-14,0.0307515502087063,0.00960008409739874,3.52846321233333e-18,4.05329866830456e-34,0.000239233935767523,4.44718411463095e-09,5.84545921003274e-07,7.19824740126199e-09,4.9532636910267e-10,0.000169957571395219,1.88273527886133e-09,7.67942906781764e-13,3.47181294426753e-11,0.000152303285458718,0.0151918774282395,0.0137227988475274,-0.121404367130725,0.751480388381728,0.774831638174044,0.0110841123852734
"SEMA5B","blue",0.0878974657712992,0.231381834488974,0.219476729763227,-0.0258478238807731,0.672842292559721,0.173996706104211,0.342034456008697,-0.0190549572259032,-0.0559880218297709,0.324834926406695,0.0609679077613247,-0.118998686095725,-0.078203946559017,-0.269540574880419,-0.219284536895143,-0.215724221117372,0.568575157812682,0.0663949136503489,1.01047626165214e-06,3.63007680818982e-06,0.589970062529206,6.52353838967639e-59,0.000257362539324604,1.94516049700505e-13,0.691197586428938,0.242819602139973,3.38519448879081e-12,0.203359074992866,0.0127980702773436,0.102545430526598,1.03569384708895e-08,3.70368883583559e-06,5.35471052857826e-06,8.7072608013404e-39,-0.0181491749950031,-0.0839879376227974,0.0163752490425029,0.705174515428207,0.0794646661587904,0.732832914823036
"PDIA5","blue",0.106405231950681,0.182430691844391,0.442011722255673,0.184369956038404,0.520958594824901,0.288593798408983,0.42820765556502,-0.0167084829051222,-0.118525328363675,0.227292773694262,0.0262259701208866,-0.151150612344481,-0.0348507271748954,-0.31645496480875,-0.275170490843898,-0.221566412943546,0.534406627976115,0.0261282634231958,0.000125596589020741,2.51001791311873e-22,0.000106008099067345,9.00919042129805e-32,7.90058845744678e-10,6.50025620713571e-21,0.727609534753705,0.0131615903497462,1.58016388667933e-06,0.584539670155579,0.00153011800968604,0.467426484687765,1.27725665388078e-11,4.94145318020149e-09,2.91483746160851e-06,1.21800866981667e-33,-0.0131257106698208,-0.0825590629489487,0.0311380184286567,0.784382118296822,0.0847330574395748,0.516196719152103
"HACD2","turquoise",-0.000749651145988451,0.0891923823951287,0.545220656767548,0.108290820812176,0.315195297594895,0.418767445883376,0.599876888408816,-0.182429862309923,-0.254659766787696,-0.149025049211285,-0.213193511379278,-0.326202358406658,-0.168007467933521,-0.291373614865012,-0.28652644610568,-0.342377148698227,0.391111987482658,0.987532577078393,0.0624763171394074,3.31626072604797e-35,0.023577321067893,1.55390152467621e-11,5.52990587863507e-20,4.66205424815653e-44,0.000125605652469159,6.75603985047063e-08,0.00178508097275018,6.93293605186578e-06,2.7150169410168e-12,0.000420037995697315,5.33862869846589e-10,1.05453570167513e-09,1.83418438756218e-13,2.00886223220205e-17,0.05162985365352,-0.141583578711095,-0.097568395626118,0.281513479459427,0.00301485814744621,0.0414852406809669
"KALRN","turquoise",0.0624609825595411,0.221975725153294,0.538232194546282,-0.0909452539140741,0.745286691141118,0.569117502126791,0.819452763946944,-0.232260019623773,-0.29013701830816,-0.000616310096434612,-0.253345682314744,-0.433521700831515,-0.292185526262116,-0.464356680744022,-0.453798540392415,-0.446821321329721,0.741923292263295,0.192488943485403,2.79150854617557e-06,3.45524662320072e-34,0.0574774680654482,1.35389768101081e-78,7.1335901075673e-39,3.26637829358363e-107,9.16968675321476e-07,6.35894144771135e-10,0.98975003285107,7.92879520915192e-08,1.89031275921424e-21,4.75729543215447e-10,9.34779044432063e-25,1.3827615147382e-23,7.79627970037396e-23,1.55045194442266e-77,0.0722314109892563,-0.145079652812066,-0.106397125641861,0.131654427862849,0.00236391431706412,0.0261397241649596
"ITGB5","grey",-0.00649506768211737,0.163391747963258,0.18972908780872,0.0427354551744544,0.455654081027239,0.0924448308353007,0.236896116021321,0.0948547040296951,-0.007160792408694,0.266773849900642,0.136861831059454,-0.0295701311420953,0.0340919731796974,-0.246562224768736,-0.131860388917811,-0.0735410896774082,0.436345863783092,0.892304341507259,0.00060599326702142,6.57538685546986e-05,0.372814543344865,8.6707702746974e-24,0.0534683354275446,5.45703401677241e-07,0.0475144878518965,0.881343528081171,1.48075579753032e-08,0.00415249452795996,0.537555025350582,0.47718177687073,1.78616249968493e-07,0.0057686449305764,0.124779180399144,9.7182330994909e-22,-0.00929240127337757,-0.10301153653034,0.0406603960116572,0.846409832645782,0.0313208861698907,0.396491856729011
"MUC13","turquoise",0.0374424787431877,0.100764671644576,0.265429816963862,-0.0705614112350765,0.392705512361697,0.279233955601319,0.403675674192497,-0.0719728309059415,-0.183631767584712,0.0193137818109329,-0.0723716311938423,-0.189565434608702,-0.125158843201556,-0.255729167777583,-0.233578895509251,-0.200533364037901,0.387509768745441,0.43494958379501,0.0352244609689509,1.75900973084747e-08,0.140841265632033,1.45158256583038e-17,2.86624045402447e-09,1.47714206825009e-18,0.133045814516052,0.000113098923631994,0.687222661448087,0.130904634920413,6.67330174208425e-05,0.0088135906890752,5.92699997386462e-08,7.91967502228658e-07,2.41045184811713e-05,4.16024460961159e-17,0.0377805861879422,-0.135102844775889,0.0528441259421548,0.430810680126001,0.00466709188677947,0.270336178860981
"HEG1","blue",0.0724398010291121,0.324228085637256,0.385075602377461,0.0306337179873297,0.610778292791714,0.330082308422452,0.50948829821242,-0.0738683940928494,-0.095442036605558,0.116586077805346,-0.124479573863365,-0.274997503632107,-0.133648390311717,-0.320187991407601,-0.237840544797832,-0.234080059583486,0.619650925150649,0.130541307895779,3.7320592542839e-12,6.76977023033364e-17,0.523018327516109,4.93226509030857e-46,1.44306451758901e-12,3.04951496651618e-30,0.12310533000858,0.0461507699585803,0.0147475694735043,0.00919079532987134,5.05637201272314e-09,0.00513531185966997,7.1054162626808e-12,4.90306917294704e-07,7.48898919599246e-07,1.06547286572769e-47,0.0329419383440478,-0.168657734950563,0.00215517595689369,0.492177079931974,0.000398593407390548,0.964167899005644
