"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZDHHC12",0.515248932987066,-0.144845355981846,0.340701152340679,-0.425139025761233,0.670735330215425,0.770903407786508
"FKBP9",8.37310044147947,-0.0344601274102933,0.081072455187166,-0.425053457808052,0.670797705310232,0.770918619060183
"IL32",5.05907612386932,-0.0853629706078916,0.200997099688441,-0.42469752419418,0.671057188854451,0.771169249728714
"CHRM2",18.1285113045037,0.0232655466543279,0.0547986870097272,0.424563943479121,0.671154582300465,0.771233589359521
"H2AC19",5.87636411085796,-0.106599569755958,0.251350526085632,-0.424107207635768,0.671487629260234,0.771531801212635
"AGBL1",113.436201519272,0.0146370360881071,0.0345136242333251,0.424094438450023,0.671496941343178,0.771531801212635
"CCND3",20.1435564805604,0.0537365628649152,0.126832176756039,0.423682414347245,0.671797441955624,0.771829456813807
"CNTNAP5",99.4194471617963,-0.0135259854782804,0.0319372148115935,-0.423518004249085,0.67191736544883,0.771919623070986
"DDX19B",4.73830250201772,0.0445574067018452,0.105366123699987,0.422881711286214,0.672381566920618,0.772375838368074
"PTGES3L",1.15359186127379,-0.0735079051985326,0.17384986411565,-0.422824058980185,0.672423632785964,0.772375838368074
"LIM2",0.697634299919166,-0.0974332071992623,0.230445786788431,-0.422803161459899,0.672438880864206,0.772375838368074
"DHX57",8.5203529390855,-0.0277109016100291,0.0655714614447872,-0.422606130768678,0.672582652840521,0.772457573056514
"IPO5",8.07455155214407,-0.0320422570108014,0.0758231557710453,-0.422591973190298,0.672592983991761,0.772457573056514
"KIAA1328",50.3331904241864,0.0194724386757762,0.0461001192204219,0.422394540514552,0.672737062163836,0.772575406613454
"ZNF706",4.30579004941983,-0.0470620970956594,0.111449461673219,-0.422272987137885,0.672825772749388,0.772629645082004
"HTN3",0.782970715210606,0.0928883825007053,0.220050203300906,0.422123593195167,0.672934807830586,0.772645382452825
"GPR151",0.433784731282402,-0.113698197909322,0.269318036098169,-0.422170752306682,0.672900388037985,0.772645382452825
"PMPCB",3.7201689106487,-0.045108153770973,0.106882192115191,-0.422036195911459,0.672998597874822,0.772645382452825
"NDUFB1",0.953780749519453,-0.0952308144354636,0.225651069720218,-0.422026868977573,0.673005405611223,0.772645382452825
"CTTNBP2",19.8507226059695,-0.0217446250883741,0.0515335211035326,-0.421951083930174,0.673060722170512,0.772661264169366
"NHLRC3",1.24333708676147,-0.0689356494783191,0.163398135315469,-0.421887614232724,0.673107050945828,0.772666826754406
"BEX1",0.25297788437409,-0.330653371416379,0.783874124235265,-0.421819474828256,0.673156789686161,0.772676302748163
"ZNF623",2.22878238501203,-0.0552514205718154,0.1310857374406,-0.42149071020676,0.673396793351067,0.772904157811004
"WWC2",27.5684912433177,-0.0192040810840504,0.0455695082823199,-0.421423925952285,0.673445551037383,0.772912492058802
"TMEM255A",5.0247862985043,-0.0484925825818908,0.115091345928282,-0.421339955587178,0.673506857865015,0.772935227023646
"NOG",0.205049717582441,-0.253694552608345,0.602416721244447,-0.421128006015958,0.673661612055042,0.773065195375344
"RIOX2",4.49518725036883,0.0398379437754205,0.0946268148677139,0.421000578230526,0.673754659627401,0.773124340205765
"FAM91A1",8.23067312872123,0.0383386948117017,0.0910988201243819,0.420847325567509,0.673866571097314,0.773205122482509
"TDRKH",2.28272798880165,-0.0518986786119405,0.123375124634966,-0.420657557716719,0.674005157478863,0.773316500135599
"FOCAD",50.8142306985236,0.0167177236611248,0.0397571958016715,0.420495543612308,0.674123484212205,0.773404620692118
"EED",5.81435935411173,-0.0406364933406429,0.0966662318717109,-0.420379408132646,0.674208308528383,0.773454296295249
"OR1L4",0.234197181756505,-0.15707867550968,0.37378565316459,-0.420237304936136,0.674312105066533,0.7735257294432
"ZHX1-C8orf76",6.52153476912214,-0.0399215968943428,0.0950475784043031,-0.420016980596061,0.674473048984934,0.773567426748361
"RAB1B",3.13245107440973,-0.0959687113595527,0.228469803411768,-0.420049870601891,0.674449022339391,0.773567426748361
"ZNF665",2.90664283263276,-0.0440564186994777,0.104876656591827,-0.42007840573086,0.674428177266026,0.773567426748361
"RGS19",1.41344647664534,-0.123474795625466,0.294211920858799,-0.419679784779099,0.674719394758362,0.773802318008082
"SSX4",1.09492811382201,-0.0850357894407816,0.202682068420383,-0.419552603264383,0.674812319049464,0.773861239663546
"TMEM182",34.121644883468,-0.0186937283869782,0.0445755856997215,-0.419371458468465,0.674944679797884,0.773965376218395
"IQCF3",0.566156481781093,0.0925604194403294,0.220791601787947,0.41922074341046,0.675054813495155,0.774031930962556
"CDC5L",9.60888456790922,0.0297365321261745,0.0709496817514617,0.419121430739354,0.675127389155894,0.774031930962556
"PAK5",35.4336503468313,-0.01856751914504,0.0442979669246365,-0.419150593900363,0.675106077003341,0.774031930962556
"RAB34",0.616126300275641,0.120740293919558,0.288340938943761,0.418741418966896,0.675405121846193,0.774302689697002
"PDIK1L",1.28643258925245,-0.0693350961403885,0.165606637037272,-0.418673414186799,0.675454827997545,0.774312015403882
"TUT1",1.91598596980949,0.0745440441045322,0.178186573977411,0.418348265195236,0.675692505921172,0.774536809359822
"COMMD1",29.715629086403,-0.0187739188436052,0.0449007745817702,-0.418120155353121,0.675859269313411,0.774680292321944
"NDUFAF1",1.95935336475326,-0.0611814936733618,0.146426868107579,-0.417829695219677,0.676071637916343,0.7748760278032
