"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZBTB11",4.84717064058962,1.12342667727748,0.28741782356684,3.90868827595941,9.27986116294646e-05,0.0144949972184615
"FBH1",5.95966705589783,-1.21589293487141,0.311166132762073,-3.90753622214122,9.3242066304162e-05,0.0144949972184615
"CDK5RAP2",22.9134303375565,-0.514702463313283,0.13214390266909,-3.89501485060709,9.81927135277284e-05,0.0150968599446862
"KIRREL1",11.0447103429351,-0.951452430519813,0.246125260103089,-3.86572442877786,0.000110759943767076,0.0151274700392667
"RSAD2",3.56124644026764,0.915726756747477,0.236599454052365,3.87036715877123,0.000108671561172523,0.0151274700392667
"C2orf92",2.75847666333728,-1.52384886989146,0.392849531844297,-3.87896318149471,0.000104902629439722,0.0151274700392667
"DYTN",7.09455924917537,0.715666053859937,0.185195025706712,3.86439134166226,0.000111366550928774,0.0151274700392667
"STEAP1B",31.6839666757269,-0.485341268853699,0.12553357386204,-3.86622681026418,0.000110532150136131,0.0151274700392667
"DOCK4",92.709757800009,0.802136074103634,0.206242234180705,3.88929104307908,0.000100537490279265,0.0151274700392667
"RPL30",25.3326490736363,-1.88358414591872,0.486535786123917,-3.87141953303098,0.00010820337734427,0.0151274700392667
"ULK1",11.2458085651686,1.55330994569737,0.401791664227912,3.86595861485138,0.000110653702287999,0.0151274700392667
"CAPN15",7.38691395741707,1.71205202182318,0.442701714070673,3.86728121307855,0.000110055491249763,0.0151274700392667
"RP11-20I23.3",8.34668498647299,1.52883311492769,0.394434129649118,3.87601629779785,0.000106180575185006,0.0151274700392667
"FECH",7.34626564840426,0.911014149992979,0.235580088068401,3.86711015121306,0.000110132690365198,0.0151274700392667
"RPS4Y1",3.16248454796049,-3.04850202089587,0.787715613954003,-3.87005407394893,0.000108811215883714,0.0151274700392667
"NBPF12",4.96950976052836,-1.33896880183493,0.346742886856718,-3.86156097958608,0.000112664883508683,0.0151566767804806
"CCDC60",17.9580355583368,-0.667685626910728,0.173220729790441,-3.85453650794846,0.000115949081299078,0.015449939013861
"TTYH3",4.0223439374103,1.43544873569192,0.374332908222536,3.83468485981618,0.000125725386078906,0.0165867119269976
"RP11-290H9.2",14.1192411011351,0.791240708365407,0.206457796495658,3.83245739224019,0.000126869577600218,0.0165867119269976
"STXBP2",3.88487530407247,1.6678336287247,0.435442479199417,3.83020423682847,0.000128036944329622,0.0165867119269976
"TP53I13",2.68809878978072,2.1558603058111,0.563662890575213,3.8247334388309,0.000130913652338394,0.0168037881639126
"COX7A2L",9.50140959369594,-0.77391440244096,0.202644203122777,-3.81907989725254,0.00013395037522103,0.0170372699974312
"SLC25A28",2.38138876674787,1.39542653375576,0.365843106783464,3.81427586821168,0.000136582830275576,0.0172155889944648
"DAO",3.79714460882567,-1.34446973131291,0.353590141828744,-3.80233941014138,0.000143336175497662,0.0179055038516767
"SCARA5",14.9605313196236,-0.817432527574643,0.215136817069153,-3.79959385246408,0.000144933417988666,0.0179448093015878
"ZNF318",5.51355145204451,-0.924966778049808,0.244047954809246,-3.79010255903511,0.000150585096999187,0.018162380104445
"ATP6V0C",7.35630899631692,1.62930117852581,0.429558260545602,3.79296902929152,0.000148856728216557,0.018162380104445
"STX10",1.39459241993658,2.25319185049312,0.594423012490754,3.79055286075111,0.000150312337676849,0.018162380104445
"CREBL2",5.85024762630121,1.00946954442729,0.267773638832294,3.76986154734791,0.000163338133735741,0.0195321694794594
"BIRC3",2.63269223682003,1.15778833904682,0.307905429312121,3.76020761190665,0.000169772401510105,0.0201295395722702
"CXXC4",10.9901913256094,1.32123087360044,0.352339902560883,3.7498757989017,0.000176922176343224,0.0206276514101504
"FOXF2",1.51386050228055,2.18476757510812,0.582403888867014,3.75129290320895,0.000175925033152923,0.0206276514101504
"BCL7C",4.06041500133772,-1.34529259208419,0.359331941942678,-3.74387143211109,0.000181206400909402,0.0209525516952351
"PIEZO1",9.42371444205077,1.22596311010558,0.328850758855923,3.728022749197,0.000192987960919181,0.022131922632953
"TMEM164",68.6504445136049,1.01461457253513,0.272681075225644,3.72088371624446,0.000198526842750099,0.0225820248529808
"NBPF9",2.16280640132365,-1.79615479502685,0.483244541847061,-3.7168651469121,0.00020171003642199,0.0227590735450005
"DPH1",2.3693110784427,-2.19338138996855,0.591169604739223,-3.71024046633131,0.000207062474901005,0.0229921514788886
"RBFOX2",36.296601908684,-0.488387153543626,0.131593024045943,-3.71134531700643,0.000206160634015526,0.0229921514788886
"RNF152",10.1093286673875,-0.709662318323197,0.191579313751138,-3.70427424771471,0.000211996808365235,0.0233547035105355
"HHAT",97.5419781935826,0.891159897356733,0.241067250455594,3.69672734754524,0.000218396679653354,0.0237691320685206
"RP11-20I23.1",8.71406725004103,1.40560123383568,0.380319290578901,3.69584522440645,0.000219156460355883,0.0237691320685206
"NADK2",5.96325513776881,0.797854336475113,0.216201520350803,3.69032713174512,0.000223965846572911,0.0241038935338584
"STK25",2.46532685413252,1.65102453838138,0.449357720636144,3.67418754048348,0.000238607435334739,0.0252905805133964
