CIRI2-N-averag,DCC-N-averag,,CIRI2-P-averag,DCC-P-averag,,CIRI2-T-averag,DCC-T-averag
10.3,8.562295082,,11.53333333,8.166666667,,4.5,2.066666667
13.23333333,11.7579235,,8.966666667,7.533333333,,6.933333333,4.433333333
4.033333333,3.607103825,,1.733333333,1.766666667,,2.733333333,2.033333333
4.966666667,3.868306011,,8.133333333,5.633333333,,3.5,2.633333333
10.76666667,8.504371585,,5.066666667,3.466666667,,4.5,2.4
3.666666667,3.273224044,,2.766666667,2.333333333,,3.266666667,2.733333333
7.066666667,6.328961749,,27.7,20.6,,3.4,2.666666667
9.2,7.216393443,,4,2.266666667,,10.1,5.433333333
4.333333333,3.579234973,,2.566666667,2.133333333,,2.666666667,2
4.4,3.908196721,,2.8,2.433333333,,4.233333333,3.166666667
3.8,3.013114754,,6.133333333,4.7,,2.733333333,2.5
16.4,14.85901639,,37.73333333,27,,2.766666667,2.266666667
3.933333333,3.080874317,,31.53333333,22.03333333,,2.866666667,2.333333333
4.333333333,3.93989071,,7.266666667,6.166666667,,4.7,3.2
6.5,5.81147541,,1.966666667,1.833333333,,26.6,16.46666667
3.5,3.221311475,,39.63333333,21.2,,2.633333333,1.9
3.866666667,3.407650273,,3.2,1.533333333,,11.96666667,9.166666667
1.966666667,1.851912568,,14.3,8.966666667,,2.766666667,1.9
2.833333333,2.423497268,,2.033333333,1.766666667,,12.96666667,5.766666667
5.533333333,4.926775956,,3.133333333,2.8,,4.933333333,3.9
6.466666667,5.417486339,,6.566666667,4.933333333,,6.733333333,4.5
2.833333333,2.68579235,,9.466666667,4.7,,7.366666667,5.5
3.233333333,2.921857923,,1.733333333,1.8,,9.5,6.5
4.5,3.860655738,,2.566666667,2.333333333,,20.73333333,9
4.666666667,3.978142077,,9,5.833333333,,4.9,2.733333333
2.633333333,2.289071038,,2.566666667,1.966666667,,5.733333333,2.166666667
4.6,3.97704918,,7.6,5.366666667,,4.7,2.5
8.333333333,6.972677596,,3.666666667,2.433333333,,15.7,8.233333333
2,1.819672131,,14.6,9.833333333,,3.233333333,2.266666667
9.933333333,7.85136612,,7.733333333,6.3,,2.233333333,1.933333333
5.666666667,4.81420765,,2.566666667,2.1,,4.266666667,3.066666667
5.2,4.052459016,,2.466666667,1.833333333,,2.666666667,2.333333333
3.5,2.745901639,,3.833333333,2.766666667,,2.6,2.166666667
6.9,5.21147541,,4.9,4.233333333,,5.233333333,2.666666667
4.666666667,3.797814208,,2.266666667,2,,7.233333333,5
19,15.57377049,,2.3,2,,4.266666667,3.1
10.06666667,9.673224044,,10,5.866666667,,8.833333333,6.366666667
17.1,14.13278689,,2.1,1.7,,10.73333333,7.933333333
6.066666667,5.165027322,,3.8,2.933333333,,4.133333333,2.633333333
4.666666667,3.81420765,,2.633333333,1.6,,2.566666667,1.7
12.23333333,10.49562842,,7.433333333,6.066666667,,2.066666667,1.633333333
3.9,3.440983607,,4.166666667,3.166666667,,2.9,1.966666667
2.5,2.401639344,,9.033333333,7.533333333,,2.866666667,2.466666667
20.33333333,15.54644809,,3.3,1.966666667,,3.966666667,3.033333333
19.1,12.13278689,,3.6,2.733333333,,12.06666667,8
6.233333333,5.39726776,,12.2,6.666666667,,2.7,2
35.63333333,28.76448087,,6.966666667,3.7,,3,2.733333333
86.26666667,67.70928962,,3.1,2.866666667,,2.8,2.066666667
2.133333333,1.854644809,,2.266666667,1.7,,17.63333333,13.16666667
10.33333333,8.792349727,,14.76666667,11.66666667,,2.966666667,1.966666667
2.766666667,2.60273224,,3.166666667,2,,3.566666667,2.5
4.633333333,3.649726776,,4.8,2.766666667,,2.466666667,2.2
12.9,10.62131148,,2.5,2.3,,2.833333333,2.066666667
2.9,2.58852459,,3.266666667,2.233333333,,3.533333333,2.833333333
2.033333333,1.869398907,,2.733333333,2,,3.133333333,2.033333333
22.03333333,18.5579235,,2.533333333,2.1,,6.766666667,5.966666667
7.533333333,6.713661202,,2.933333333,2.366666667,,2,2.3
2.2,1.921311475,,8.366666667,5.166666667,,3.6,2.166666667
2.9,2.506557377,,2.5,1.933333333,,5.966666667,3.833333333
10.8,9.980327869,,2.333333333,2.066666667,,9,6.233333333
3.866666667,3.424043716,,24.3,11.76666667,,2.8,2.1
5.2,4.331147541,,12.76666667,11.16666667,,3.066666667,2.533333333
2.733333333,2.421857923,,5.833333333,4.1,,18.23333333,13.9
5.1,3.886885246,,1.833333333,1.666666667,,5.4,3.133333333
3.833333333,3.308743169,,4.333333333,4.1,,6.933333333,4.7
7.1,6.198360656,,10.83333333,7.3,,3.266666667,2
2.433333333,2.171038251,,3.133333333,2.366666667,,4.166666667,3.333333333
2.666666667,2.584699454,,2.333333333,2.066666667,,5.033333333,3.466666667
3.7,3.32295082,,2.666666667,2.133333333,,3.133333333,2.466666667
17.56666667,16.09125683,,4.1,2.533333333,,3.433333333,2.566666667
4.866666667,4.276502732,,3.566666667,2.966666667,,4.2,3.3
5.633333333,4.780874317,,6.566666667,5.2,,17.33333333,11
6.766666667,4.897814208,,4.1,3,,36.36666667,20.83333333
2.466666667,2.220765027,,1.733333333,1.533333333,,8.533333333,4.6
14.43333333,9.498907104,,13.3,10.6,,6.233333333,5.066666667
4.7,4.191803279,,1.7,1.866666667,,5.066666667,3.633333333
5.1,4.41147541,,11.83333333,9.3,,1.833333333,1.633333333
6.2,5.429508197,,5.833333333,3.4,,11.5,8.966666667
4.666666667,4.12568306,,4.466666667,3.533333333,,49.2,29.16666667
5.1,4.280327869,,3.3,1.8,,4.7,3.666666667
37.36666667,32.97322404,,2.366666667,1.966666667,,11.46666667,7.2
2.866666667,2.522404372,,2.7,2.133333333,,1.666666667,1.566666667
4.033333333,3.312021858,,2,1.733333333,,7.366666667,5.566666667
79.2,69.33114754,,3.766666667,2.966666667,,3.933333333,2.566666667
6.666666667,5.387978142,,6.266666667,3.766666667,,7,4.233333333
3.666666667,2.846994536,,4.166666667,3.233333333,,5.4,4.266666667
6.566666667,5.468306011,,6.366666667,5.1,,4,3.166666667
6.033333333,4.984153005,,8,5.233333333,,4.8,3.666666667
2.566666667,2.255191257,,5.9,3.5,,4.333333333,2.933333333
3.9,3.490163934,,2.966666667,2.666666667,,8.133333333,5.766666667
11.6,9.452459016,,5.9,4.733333333,,12.2,5.033333333
9.366666667,7.465027322,,3.4,2.7,,18.76666667,12.53333333
1.766666667,1.766666667,,4.933333333,3.866666667,,14.4,9
5.1,4.362295082,,106.0333333,9.066666667,,6.833333333,4.766666667
3.433333333,2.679234973,,8.133333333,5.466666667,,2.033333333,1.8
1.966666667,1.966666667,,4.533333333,3.033333333,,4.266666667,2.6
4.333333333,3.677595628,,2.833333333,2.666666667,,9,5.366666667
1.433333333,1.400546448,,18.96666667,12.43333333,,2.533333333,2.2
4.1,3.657377049,,5.266666667,3.4,,2.333333333,2
1.733333333,1.716939891,,6.5,3.9,,4.366666667,3.033333333
15.43333333,14.18743169,,2.666666667,2.3,,2.433333333,2
6.133333333,5.034972678,,6.4,5.266666667,,2.1,1.7
3.566666667,3.779781421,,4.966666667,3.433333333,,3.8,2.333333333
22.83333333,19.96448087,,4.066666667,2.7,,3.666666667,2.933333333
5.633333333,4.666120219,,2.633333333,1.733333333,,11.03333333,5.9
1.666666667,1.584699454,,2.266666667,1.933333333,,2.233333333,2.166666667
3.666666667,3.224043716,,14.33333333,11.3,,3.1,2.533333333
12,8.852459016,,2.8,2,,2.133333333,1.8
8.366666667,6.956830601,,2.266666667,1.9,,2.666666667,2.266666667
18.9,13.63770492,,6.633333333,3.9,,1.933333333,1.733333333
2.333333333,2.153005464,,4.5,2.166666667,,6.9,5.166666667
2.566666667,2.369945355,,2.433333333,2.133333333,,7.866666667,6
7.133333333,5.330054645,,2.2,1.666666667,,22.13333333,16
3.233333333,3.069398907,,3.033333333,1.666666667,,19.33333333,13.6
23.16666667,17.88797814,,10.36666667,7.733333333,,2.966666667,1.933333333
2.566666667,2.419125683,,1.966666667,1.6,,3,2.3
3.9,3.21147541,,3.733333333,2.433333333,,2.366666667,1.766666667
3.4,2.859016393,,7.566666667,6.266666667,,3.733333333,2.433333333
3.533333333,3.025136612,,3.5,2.666666667,,11.26666667,7.733333333
8.533333333,7.598907104,,50.16666667,20.06666667,,2.166666667,2
3.4,3.039344262,,2.133333333,1.966666667,,1.666666667,1.8
2.966666667,2.753551913,,1.633333333,1.8,,2.233333333,1.9
4.266666667,3.774863388,,2.566666667,1.866666667,,2.2,1.9
3.066666667,2.820765027,,5.966666667,4.766666667,,1.6,1.433333333
2.566666667,2.287978142,,21.73333333,13.86666667,,3.966666667,2.466666667
2.3,2.086885246,,2.633333333,2.3,,3.866666667,2.833333333
5.333333333,4.612021858,,5.833333333,4.466666667,,3.633333333,2.733333333
2.2,1.970491803,,5.566666667,4.166666667,,3.566666667,1.966666667
13.5,11.51639344,,13.5,6.833333333,,2.466666667,2.233333333
2.533333333,2.205464481,,3.3,3.633333333,,2,1.766666667
1.9,1.850819672,,7.133333333,5.066666667,,2.833333333,2.1
6.666666667,5.797814208,,2.133333333,1.766666667,,4.333333333,3.266666667
5.333333333,4.267759563,,5.233333333,3.066666667,,8.766666667,6
5.333333333,4.693989071,,3.466666667,2.633333333,,3.6,2.9
2.066666667,1.919125683,,4.8,2.133333333,,3.7,2.466666667
6.6,5.960655738,,5.066666667,4.366666667,,4.4,3.6
81.73333333,66.04480874,,3.133333333,2.066666667,,4.366666667,3.7
2.966666667,2.524043716,,2.566666667,1.8,,4,2.566666667
4.5,3.745901639,,2.8,2.233333333,,3.1,2
2.066666667,1.968306011,,3.4,2.066666667,,4,2.7
5.533333333,4.713661202,,2.1,1.8,,4.366666667,2.2
7.033333333,5.148087432,,3.5,3.066666667,,3.366666667,3.1
2.633333333,2.403825137,,4.2,2.833333333,,5.4,3.066666667
1.9,1.916393443,,5.166666667,2.5,,4.266666667,3.1
6,4.049180328,,4.633333333,2.733333333,,3.066666667,2.166666667
13.53333333,11.95956284,,9.533333333,7.066666667,,4.066666667,2.433333333
11.6,9.878688525,,5.1,2.2,,2.8,2.366666667
2.433333333,2.384153005,,10.23333333,6.8,,8.533333333,5.1
9.966666667,8.409289617,,8.166666667,9.766666667,,5.5,4.5
4.533333333,4.090710383,,2.266666667,2.066666667,,1.933333333,1.866666667
3.4,2.842622951,,2.366666667,2,,1.966666667,2.033333333
2.8,2.455737705,,5.366666667,4.566666667,,24.9,7.8
2.2,2.003278689,,2.333333333,1.666666667,,20.13333333,12.63333333
10.66666667,8.355191257,,9.2,6.633333333,,2.633333333,2
15.2,11.64262295,,23.8,15,,2.4,2
5.866666667,5.243715847,,3.2,2.8,,7.133333333,4.4
2.966666667,2.458469945,,2.966666667,1.833333333,,3.7,2.866666667
3.666666667,3.158469945,,4.133333333,2.366666667,,45.6,18.56666667
21.13333333,17.5431694,,6,3,,5.4,3
8.7,7.814754098,,3.833333333,3.7,,2.9,1.733333333
5.666666667,5.027322404,,4.466666667,3.033333333,,6.133333333,4.033333333
5.4,3.924590164,,16.7,12.43333333,,29.8,23.66666667
4.933333333,4.212021858,,11.36666667,7.833333333,,5.166666667,3.566666667
6.866666667,6.26010929,,2.266666667,2.133333333,,5.8,4.4
9.4,7.875409836,,6.7,4.4,,3.766666667,3.3
4.033333333,3.295628415,,3.233333333,2.833333333,,6.033333333,4.666666667
3.966666667,3.507650273,,2.333333333,2.2,,4.433333333,2.966666667
12.33333333,10.8579235,,2.133333333,1.8,,3.733333333,2.733333333
2.433333333,2.203825137,,3,2.733333333,,5.666666667,2.166666667
3.466666667,3.056830601,,2.666666667,2.4,,4.766666667,3.966666667
1.733333333,1.848087432,,7,2.633333333,,4.566666667,3.133333333
6.7,4.847540984,,2.133333333,1.766666667,,10.63333333,4.966666667
2.3,2.23442623,,3.733333333,3.066666667,,4.866666667,2.633333333
6.166666667,4.838797814,,2.966666667,2.533333333,,2.666666667,2.533333333
2.933333333,2.425136612,,4.3,2.533333333,,4.5,3.266666667
6.533333333,5.680874317,,20.63333333,11.26666667,,3.1,2.633333333
4.133333333,3.248087432,,11.36666667,5.633333333,,2.133333333,2
3.3,2.578688525,,2.3,2.433333333,,5.333333333,3.833333333
5.033333333,4.295628415,,3.466666667,2.866666667,,6.533333333,2.833333333
3.166666667,2.969945355,,8.8,5.166666667,,7.566666667,5.066666667
6.733333333,5.667759563,,6.633333333,5.166666667,,4.433333333,3.6
2.066666667,1.787978142,,3.133333333,2.4,,4.033333333,2.066666667
3.866666667,3.145355191,,5,3.6,,12.16666667,8.733333333
4.4,3.826229508,,4.7,3.466666667,,14,7.933333333
2.666666667,2.240437158,,7.7,6.2,,6.533333333,5.4
4.6,3.878688525,,16.46666667,12.9,,6.033333333,3.066666667
2,1.852459016,,10.93333333,6.766666667,,2.266666667,2.3
3.433333333,3.023497268,,3.533333333,2.4,,7.133333333,4.2
3.4,2.859016393,,2.3,1.933333333,,2.133333333,2
2.6,2.436065574,,2.666666667,2,,3.5,2.766666667
12.83333333,11.07923497,,6,4.766666667,,4.1,3.2
3.7,3.208196721,,8.133333333,6.433333333,,3.066666667,2.166666667
2.333333333,2.054644809,,3.9,2.8,,3.7,2.066666667
12.26666667,11.06994536,,5.533333333,3.8,,13.4,9.5
7.066666667,5.246994536,,15.23333333,10.3,,1.9,1.633333333
3.133333333,2.903825137,,5.133333333,2.433333333,,2.433333333,1.9
2.233333333,1.954644809,,3.633333333,3.066666667,,8.666666667,7.6
16.26666667,14.23387978,,2.266666667,2.2,,3.9,2.933333333
59.7,37.78196721,,2.333333333,2.366666667,,2.666666667,2.033333333
2.5,2.254098361,,3.6,3.066666667,,2.233333333,1.733333333
1.833333333,1.75136612,,13.76666667,11.23333333,,87.86666667,40.66666667
5.366666667,3.678142077,,4.566666667,2.033333333,,8.666666667,6.166666667
5.766666667,4.897814208,,4.766666667,3,,2.533333333,2.1
4.4,3.973770492,,3.566666667,3.066666667,,3.666666667,2.533333333
2.433333333,2.138251366,,11.96666667,6.766666667,,11.4,9.433333333
20.16666667,17.41256831,,2.8,2.466666667,,3.333333333,2.9
7.3,6.136065574,,4.566666667,2.8,,19.06666667,10.23333333
61.53333333,40.1726776,,9.333333333,6.5,,3.166666667,2.5
13.26666667,11.2010929,,26.1,17.23333333,,6,4.7
2.566666667,2.287978142,,8.833333333,5.266666667,,6.666666667,5.233333333
3.133333333,2.838251366,,2.766666667,2.433333333,,6.466666667,4.866666667
2.8,2.17704918,,2.266666667,2.1,,4.466666667,3.2
2,1.950819672,,65.06666667,20.2,,1.966666667,1.9
2.366666667,2.006010929,,2.6,1.9,,3.1,3.233333333
4.233333333,4.069398907,,5.8,4.3,,4.433333333,3.266666667
4.133333333,3.657923497,,3.266666667,2.866666667,,3.033333333,2.766666667
6.733333333,5.864480874,,9.633333333,5.766666667,,5.966666667,4.766666667
2.733333333,2.208743169,,3.6,2.7,,3.366666667,2.2
4,3.606557377,,2.2,1.9,,28.46666667,19.86666667
3.133333333,2.575956284,,6.7,5.366666667,,5.066666667,3.633333333
2.866666667,2.719125683,,2.866666667,2.566666667,,4.166666667,3.2
2.566666667,2.304371585,,20.43333333,15,,8.4,5.733333333
62.4,38.85901639,,3.7,2.9,,4.166666667,3.833333333
4.5,3.073770492,,6.666666667,4.833333333,,4.733333333,3.5
35.13333333,26.13333333,,4.4,2.3,,1.766666667,1.9
31.36666667,24.9568306,,4.2,2.8,,1.9,1.833333333
2.266666667,2.03715847,,10.33333333,8.7,,2.566666667,2.433333333
4.333333333,3.825136612,,3.233333333,2.633333333,,3,2.1
7.8,6.931147541,,3.066666667,1.966666667,,2.066666667,1.9
3.1,2.755737705,,3.066666667,2.533333333,,2.366666667,1.933333333
9.066666667,7.83715847,,4.633333333,3.766666667,,11.5,7.433333333
2.433333333,2.433333333,,5.266666667,4.266666667,,4.3,2.8
28.86666667,25.24371585,,3.566666667,2.933333333,,5.233333333,4.666666667
2.366666667,2.219125683,,7.533333333,5.9,,6.466666667,3.033333333
6.9,6.440983607,,7.066666667,4.1,,4.9,3.5
20.2,15.29836066,,5.7,3.8,,35.93333333,17.43333333
1.933333333,1.900546448,,16.43333333,10.5,,6.966666667,5.333333333
2.533333333,2.434972678,,3.433333333,2.633333333,,2.933333333,2.6
3.4,2.809836066,,2.5,2.233333333,,3.633333333,2.3
2.233333333,2.053005464,,15.66666667,10.06666667,,10.3,8.066666667
2.366666667,2.284699454,,4.2,2.766666667,,2.433333333,2
