CIRI2-N-averag,DCC-N-averag,,CIRI2-P-averag,DCC-P-averag,,CIRI2-T-averag,DCC-T-averag
7.1,5.657377049,,6.633333333,4.766666667,,10.26666667,6.733333333
7.566666667,6.64863388,,1.866666667,1.6,,6.533333333,4.466666667
2.633333333,2.223497268,,4.666666667,2.966666667,,9.4,8.533333333
4.3,3.595081967,,5.4,3.366666667,,2.9,1.766666667
2.833333333,2.571038251,,88.26666667,61.36666667,,2.2,2.166666667
6.6,5.681967213,,2,1.7,,6.5,2.466666667
4.066666667,3.755191257,,2.333333333,1.833333333,,6.1,4.066666667
7.4,6.203278689,,2.266666667,1.833333333,,1.933333333,1.6
3.666666667,3.371584699,,21.93333333,13.76666667,,2.166666667,1.8
8,6.032786885,,2.9,2.433333333,,4.566666667,3.566666667
3.066666667,2.935519126,,2.566666667,1.8,,3.533333333,2.3
5.3,4.578688525,,7.033333333,5.566666667,,3.966666667,2.733333333
3.2,3.003278689,,7.233333333,4.833333333,,3.633333333,2.466666667
2.8,2.619672131,,2.033333333,1.766666667,,6.4,4.8
2.5,2.139344262,,3.833333333,3.233333333,,6.533333333,4.966666667
1.866666667,1.653551913,,2.933333333,2.733333333,,32.46666667,18.93333333
2.8,2.619672131,,3.766666667,2.933333333,,3.566666667,2.966666667
6.033333333,5.180874317,,4.366666667,2.966666667,,2.133333333,1.9
18.7,15.99508197,,1.7,1.666666667,,3.066666667,2.1
6.766666667,5.651912568,,2.966666667,2.033333333,,2.133333333,1.833333333
15.66666667,13.74863388,,12.8,6.9,,17.7,13.7
8.366666667,7.268306011,,1.933333333,1.6,,8.266666667,4.866666667
2.166666667,1.904371585,,3.733333333,2.633333333,,1.8,1.6
1.8,1.767213115,,12.66666667,4.166666667,,5.166666667,3.4
7.633333333,6.616939891,,2.566666667,2.3,,8.3,5.266666667
2.1,1.870491803,,3.966666667,3.1,,4.666666667,3.8
4.4,4.121311475,,2.1,1.9,,1.9,1.6
2.233333333,2.184153005,,6.2,2.766666667,,4.833333333,3.233333333
3.033333333,2.410382514,,4.2,2.333333333,,8.766666667,6.4
3.166666667,2.691256831,,1.5,1.6,,2.333333333,1.9
3.966666667,3.769945355,,12.96666667,9.333333333,,3.433333333,2
31.73333333,27.33989071,,3.533333333,2.866666667,,4.2,3.4
5.2,4.593442623,,13.33333333,10.33333333,,2.866666667,2.233333333
14.66666667,11.22404372,,13.03333333,9.6,,2.5,2.266666667
3.666666667,3.355191257,,5.933333333,5.566666667,,4.366666667,3.2
4.166666667,3.642076503,,21.13333333,13.4,,3.133333333,2.333333333
7.233333333,6.200546448,,2.333333333,1.9,,5.6,4.266666667
14.8,12.61967213,,17.5,12.03333333,,7.166666667,5.833333333
5,4.37704918,,2.866666667,2.2,,4.266666667,3.166666667
1.766666667,1.668306011,,1.633333333,1.633333333,,5.4,4.066666667
1.8,1.816393443,,2.5,2.066666667,,4.266666667,3.1
2.6,2.468852459,,2.733333333,1.933333333,,2.166666667,1.866666667
2.333333333,2.021857923,,6.6,3.966666667,,3.2,2.666666667
5.3,4.414754098,,2.466666667,1.733333333,,8.066666667,5.266666667
2.833333333,2.68579235,,2.8,1.833333333,,1.766666667,1.4
13.33333333,10.77595628,,6.566666667,4.066666667,,1.766666667,1.533333333
7.7,6.306557377,,20.8,14.8,,7.533333333,5.033333333
10,8.016393443,,2.2,1.966666667,,4.1,3.3
4.666666667,3.699453552,,2.8,2.233333333,,4.8,3.733333333
2.433333333,2.121857923,,1.966666667,1.733333333,,4.366666667,3.566666667
5.366666667,4.645355191,,13.43333333,12,,2.666666667,1.866666667
4.2,3.478688525,,2.866666667,2.333333333,,11.33333333,5.166666667
2.633333333,2.256284153,,2.533333333,1.966666667,,11.26666667,7.4
4.633333333,3.600546448,,4.866666667,3.433333333,,2.233333333,1.7
5.433333333,4.97431694,,3.366666667,2.866666667,,2.566666667,2.1
2.233333333,2.053005464,,2.466666667,2,,4.5,3.3
4.366666667,3.776502732,,3.1,2.333333333,,6.333333333,5.033333333
41.83333333,36.75136612,,3.3,2.566666667,,3.166666667,2
5.633333333,4.17431694,,4,2.966666667,,3.766666667,2.533333333
2.033333333,2.049726776,,5.466666667,3.7,,4.2,3.166666667
5.266666667,3.758469945,,41,32.13333333,,3.066666667,2.133333333
6.966666667,6.343715847,,6.3,4.766666667,,4.433333333,2.833333333
4.866666667,4.112568306,,5.033333333,3.833333333,,5.633333333,4.9
8.966666667,7.868306011,,6.033333333,5.066666667,,3.166666667,2.133333333
5.233333333,4.528415301,,3.666666667,2.6,,2.5,1.666666667
1.933333333,1.867759563,,5.4,4.366666667,,14.03333333,5.2
8.966666667,7.376502732,,3.5,3.1,,5,3.833333333
3.6,2.944262295,,3.066666667,2.533333333,,1.5,1.366666667
33.13333333,29.21530055,,2.066666667,1.966666667,,2.733333333,2.2
9.533333333,7.713661202,,1.766666667,1.466666667,,4.233333333,2.766666667
1.866666667,1.932240437,,2.766666667,2.466666667,,3.466666667,2.966666667
9.533333333,8.123497268,,4.833333333,3.766666667,,3.966666667,3.2
2.533333333,2.271038251,,3.866666667,3.5,,3.1,2.166666667
2.266666667,2.086338798,,4.666666667,3.2,,10.76666667,7.366666667
3.966666667,3.540437158,,2.866666667,2.166666667,,6.033333333,3.833333333
3.766666667,3.16010929,,4.733333333,2.866666667,,7.466666667,5.933333333
33.6,29.33770492,,7.733333333,4.766666667,,4.4,3.466666667
2.866666667,2.653551913,,7.3,6.033333333,,5.733333333,3.766666667
12.13333333,8.98579235,,1.933333333,1.866666667,,2.466666667,1.7
3.566666667,2.894535519,,4.8,3.666666667,,1.666666667,2.333333333
7.066666667,6.361748634,,2.1,2.133333333,,3.666666667,3.133333333
3.266666667,2.824043716,,3.633333333,2.766666667,,2.1,1.7
4.333333333,3.825136612,,2.4,2.166666667,,4.033333333,3.233333333
2.166666667,1.93715847,,3,2.633333333,,5.033333333,4.266666667
39.06666667,34.18142077,,2.633333333,2.2,,8.133333333,5.1
3.933333333,3.244808743,,2.166666667,1.866666667,,2.033333333,1.8
6.333333333,5.18579235,,4.466666667,3.366666667,,2.9,2.033333333
9.2,7.560655738,,13.3,7.433333333,,2.466666667,1.9
2.1,2.03442623,,3.233333333,2.4,,8.6,5.733333333
2.633333333,2.289071038,,31.63333333,21.86666667,,3.3,2
2.1,2.116393443,,6.566666667,4.166666667,,4.2,2.666666667
2.733333333,2.454644809,,3.9,2.6,,6.633333333,4.133333333
5.566666667,5.058469945,,6.033333333,3.133333333,,2.4,2.166666667
10.33333333,8.005464481,,5.9,3,,2.133333333,1.833333333
2.9,2.260655738,,9.333333333,7.3,,3.333333333,2.266666667
6.7,5.896721311,,4.1,3.033333333,,1.766666667,1.6
4.4,4.02295082,,3.533333333,2.566666667,,15.56666667,13.3
6.6,5.042622951,,2.4,2.166666667,,12.16666667,8.266666667
3.9,3.227868852,,5.666666667,2.833333333,,9.3,5.9
2.933333333,2.523497268,,2.4,1.933333333,,9.233333333,6.8
1.733333333,1.65136612,,2.633333333,1.966666667,,7.933333333,5.633333333
6.166666667,5.412568306,,4.466666667,3.666666667,,6.166666667,3.9
5.033333333,4.066120219,,2.366666667,1.9,,4.166666667,3.4
2.1,1.968852459,,2.2,1.633333333,,7.233333333,4.133333333
4.5,3.991803279,,2.966666667,1.666666667,,8.8,5.5
12.43333333,10.8431694,,66.2,16.16666667,,5.266666667,3.666666667
9.833333333,8.669398907,,4.2,3.333333333,,56.26666667,20.56666667
1.866666667,1.866666667,,3.933333333,2.3,,2.066666667,1.866666667
3.2,2.937704918,,3.6,2.666666667,,4.233333333,2.233333333
19.23333333,11.8726776,,3.4,3,,7,3.833333333
2.033333333,1.934972678,,4.133333333,3.6,,5.766666667,4.533333333
5.133333333,4.723497268,,2.866666667,2.533333333,,4.466666667,3.266666667
3.2,2.560655738,,1.733333333,1.633333333,,1.6,1.533333333
21.23333333,18.33169399,,27.16666667,19.36666667,,3.033333333,2.3
3.233333333,2.823497268,,11.3,8.233333333,,2.833333333,2.4
4.4,3.924590164,,3.333333333,2.766666667,,5.633333333,4.3
3.9,3.473770492,,2.5,2,,6.833333333,2.9
3.7,3.585245902,,10.43333333,5.133333333,,3.033333333,2.866666667
2.966666667,2.540437158,,6.166666667,4.466666667,,14,6.333333333
5.666666667,5.076502732,,2.566666667,2.033333333,,5.3,3.666666667
14.23333333,11.38087432,,11.16666667,9.166666667,,3.033333333,2.466666667
2.466666667,2.171584699,,2.833333333,2.233333333,,9,5.333333333
3.133333333,2.821857923,,1.7,1.6,,10.73333333,6.966666667
3.833333333,3.37431694,,4.866666667,3.4,,2.266666667,2.1
3.033333333,2.984153005,,5.866666667,4.266666667,,4.133333333,2
4.9,4.391803279,,3.466666667,2.433333333,,4.3,2.933333333
3.833333333,3.357923497,,2.9,1.8,,4.9,3.1
4.533333333,3.910382514,,3.1,1.666666667,,3.4,1.9
7,6.131147541,,7.066666667,5.933333333,,3.933333333,2.7
5.166666667,4.904371585,,4.466666667,3.566666667,,8.466666667,4.233333333
4.566666667,3.566666667,,3.466666667,3.033333333,,22.56666667,15.3
2.466666667,2.040437158,,6.133333333,4.433333333,,10.76666667,8.2
2.233333333,1.954644809,,5.133333333,3.7,,6.4,4.933333333
2.6,2.403278689,,2.8,2.033333333,,5.1,4.2
5.966666667,4.966666667,,3.833333333,2.933333333,,3.5,1.9
13.5,10.51639344,,2.7,2.633333333,,2.066666667,1.766666667
5.233333333,4.184153005,,7.733333333,5.866666667,,3.366666667,3.066666667
2.766666667,2.438797814,,4.9,3.533333333,,3.5,3.033333333
1.633333333,1.600546448,,2.2,1.933333333,,4.933333333,3.566666667
24.06666667,19.46010929,,3.133333333,2.766666667,,3.233333333,2.266666667
6.1,5.47704918,,3.5,2.8,,10.73333333,7.666666667
2.766666667,2.553551913,,7.5,5.733333333,,4.066666667,2.933333333
3.566666667,3.255191257,,7.7,4.333333333,,2,1.533333333
2.7,2.290163934,,4.933333333,3.433333333,,3.433333333,2.6
4.533333333,3.598907104,,13.56666667,10.43333333,,7.766666667,6.1
12.26666667,11.18469945,,2.5,2.233333333,,4.866666667,3.433333333
10.66666667,8.617486339,,3.733333333,2.933333333,,9.766666667,5.7
1.866666667,1.70273224,,8.5,5.3,,6.6,4.966666667
3.766666667,3.143715847,,25.03333333,11.5,,6.066666667,3
2.066666667,1.919125683,,2.433333333,2.266666667,,2.533333333,2.1
5.133333333,4.412021858,,2.033333333,1.733333333,,1.8,1.7
3.233333333,2.46284153,,8.333333333,6.8,,2.266666667,1.6
10.53333333,8.680874317,,2.533333333,2.266666667,,2.266666667,1.933333333
50.53333333,30.43497268,,23.36666667,19,,2.766666667,2.033333333
3.266666667,2.692896175,,4.433333333,3.266666667,,5.066666667,3.766666667
1.8,1.668852459,,42.4,31.76666667,,3.533333333,2.8
3.2,2.82295082,,2.833333333,1.833333333,,4.8,3.666666667
19.3,15.82459016,,5.066666667,3.6,,2.3,2.266666667
3.466666667,2.974863388,,3.333333333,2.8,,1.8,1.466666667
2.433333333,2.253005464,,3.1,2.166666667,,3.666666667,2.5
39.16666667,28.80601093,,9.266666667,5.833333333,,4.033333333,2.533333333
3.6,2.829508197,,3.033333333,2.1,,3.633333333,2.466666667
11.6,9.993442623,,3.966666667,3.9,,2.533333333,2.333333333
14.8,12.27540984,,2.333333333,2.033333333,,3.666666667,1.933333333
11.5,9.663934426,,2.1,1.633333333,,9.366666667,7.266666667
2.666666667,2.273224044,,2.966666667,2.266666667,,5.866666667,4.533333333
5.033333333,4.541530055,,13.36666667,9.966666667,,5.233333333,4.066666667
7.233333333,6.167759563,,1.666666667,1.733333333,,4.533333333,3.466666667
41.6,32.05901639,,5.2,1.933333333,,4.933333333,3.7
8.633333333,7.55136612,,31.2,3,,12.6,8.8
3.933333333,3.441530055,,1.833333333,1.6,,3.366666667,2.633333333
3.5,2.860655738,,2.366666667,1.533333333,,5.166666667,3.766666667
5.9,4.9,,6.666666667,5.233333333,,6.7,5.233333333
13.66666667,12.33879781,,3.233333333,2.166666667,,4.3,3.566666667
5.733333333,5.257923497,,4.533333333,3.933333333,,3.633333333,2.466666667
3.333333333,2.448087432,,46.43333333,22.33333333,,4.533333333,3.666666667
2.733333333,2.323497268,,30.76666667,18.8,,2.3,1.733333333
3.666666667,3.469945355,,2,1.9,,4.033333333,3.3
8.766666667,6.865027322,,1.966666667,1.666666667,,13.53333333,9.266666667
15.73333333,13.63497268,,1.833333333,2.066666667,,17.8,12.23333333
45.4,34.53114754,,60.2,47.93333333,,8.666666667,2.933333333
3.1,2.821311475,,3.066666667,2.9,,7.066666667,4.6
4.566666667,3.828961749,,5.266666667,3.866666667,,4.7,3.1
2.666666667,2.486338798,,2.566666667,1.833333333,,2.433333333,2.333333333
6.633333333,5.79726776,,2.166666667,1.866666667,,6.733333333,3.9
3.233333333,2.823497268,,4.066666667,3.066666667,,3,2.1
3.533333333,3.238251366,,2.466666667,2.3,,3.033333333,2.466666667
2.4,2.219672131,,3.366666667,2.5,,2.333333333,1.966666667
6.133333333,5.264480874,,4.033333333,2.466666667,,3.366666667,2.833333333
30.06666667,23.72240437,,19.6,15.63333333,,13.46666667,9.033333333
2.933333333,2.425136612,,2.6,1.866666667,,4.866666667,4.366666667
13.16666667,11.01912568,,3.1,1.766666667,,2.033333333,1.633333333
2.866666667,2.374863388,,2.633333333,2.466666667,,7.4,4.766666667
41.06666667,29.13224044,,11.5,7.066666667,,2.2,1.933333333
5.266666667,4.856830601,,7.266666667,5.833333333,,4.233333333,2.566666667
7.5,6.795081967,,6.533333333,4.133333333,,2.9,2.466666667
2.1,1.886885246,,8.7,4.266666667,,4.733333333,3.233333333
3.866666667,3.571584699,,3.6,2.3,,8,6
14.1,10.26393443,,24.43333333,17.26666667,,7.433333333,5.833333333
3.133333333,2.821857923,,2.266666667,2,,3.5,2
4.866666667,4.243715847,,2.7,2.366666667,,4.633333333,3.033333333
8.8,7.685245902,,5.666666667,3.666666667,,17.86666667,7.833333333
3.533333333,3.008743169,,2.433333333,2.233333333,,2.533333333,2.3
184.4666667,134.9584699,,2.2,2.1,,3.2,2.066666667
4.133333333,3.002185792,,2.366666667,1.9,,4.2,3.166666667
6.2,5.691803279,,5.133333333,3.166666667,,3.933333333,1.633333333
1.933333333,1.85136612,,2.933333333,1.966666667,,3.533333333,2.633333333
2.733333333,2.389071038,,5.166666667,3.6,,2.2,1.766666667
5.033333333,4.26284153,,3.033333333,1.9,,3.866666667,3.233333333
3.2,2.740983607,,4.6,3.666666667,,2.366666667,1.9
3.433333333,3.253005464,,3.533333333,1.866666667,,2.666666667,2.3
24.46666667,20.49945355,,2.766666667,2.233333333,,6.133333333,3.966666667
16.36666667,13.61256831,,4.7,2.8,,6.6,3.066666667
12.4,10.84262295,,14.83333333,11.2,,2.233333333,1.766666667
2.1,2.329508197,,27.53333333,22.03333333,,31.13333333,26.2
5.333333333,4.743169399,,14.33333333,10.76666667,,4.833333333,4
3.9,2.981967213,,4.333333333,3.4,,4.033333333,2.766666667
2.466666667,2.269945355,,4.966666667,3.133333333,,3.333333333,2.8
1.966666667,1.901092896,,1.933333333,1.666666667,,8.066666667,5.933333333
13.93333333,12.50710383,,2.3,2.2,,4.833333333,2.7
4.133333333,3.543169399,,10.73333333,6.4,,2.333333333,1.866666667
2.433333333,2.236612022,,7.333333333,4.833333333,,6.8,4.666666667
1.466666667,1.532240437,,12.3,7.5,,19.43333333,15.6
18.5,16.48360656,,157.9666667,105.2,,3,2.433333333
3.133333333,2.690710383,,15.33333333,8.6,,2.933333333,2.266666667
6.9,6.031147541,,24.3,15.46666667,,5.766666667,4.433333333
2.533333333,2.254644809,,2.233333333,1.7,,5.133333333,3.433333333
9.833333333,8.259562842,,4.366666667,3.666666667,,1.6,1.566666667
2.633333333,2.387431694,,3.166666667,2.966666667,,3.266666667,2.4
2.533333333,2.254644809,,2.2,2.066666667,,6.966666667,5.333333333
2.4,2.170491803,,2.966666667,2.466666667,,4.666666667,3.366666667
4.8,3.783606557,,3.366666667,2.466666667,,3.5,2.733333333
9.966666667,8.179781421,,5.633333333,4.6,,6.233333333,5.133333333
2.633333333,2.420218579,,5,3,,4.333333333,2.433333333
3.4,3.104918033,,9.233333333,4.7,,2.4,1.9
3.466666667,3.286338798,,6.733333333,3.333333333,,3,2.533333333
1.966666667,1.901092896,,3.866666667,3.233333333,,3.566666667,3.033333333
7.366666667,6.104371585,,2.5,2.066666667,,6.9,3.9
4.8,4.11147541,,13.46666667,5.466666667,,16.26666667,15.5
7.066666667,5.689617486,,4.066666667,3.266666667,,5.1,3.566666667
38.06666667,29.52568306,,7.066666667,5.066666667,,2.166666667,1.7
2.933333333,2.720218579,,7.433333333,5.1,,3,2.5
11.9,10.17868852,,10.8,6.166666667,,3.133333333,1.733333333
3.133333333,3.002185792,,4.566666667,3.733333333,,17.3,10.6
2.433333333,2.269398907,,1.833333333,1.7,,3.133333333,2.766666667
5.433333333,4.367759563,,9.1,7.366666667,,4.333333333,2.9
1.8,1.8,,6.766666667,4,,3.933333333,2.533333333
11.36666667,9.989617486,,3.966666667,3.166666667,,3.133333333,2.5
5.666666667,5.142076503,,3.866666667,2.833333333,,3.566666667,2.633333333
6.4,5.154098361,,4.2,3.033333333,,2.533333333,1.866666667
3.933333333,3.359562842,,4.5,3.3,,8.166666667,3.2
2.1,1.952459016,,52.8,15.76666667,,4.3,2.9
2.766666667,2.668306011,,5.466666667,4.533333333,,5.7,4.266666667
3.066666667,2.755191257,,9.966666667,7.533333333,,4.633333333,2.6
2.1,1.936065574,,17.46666667,15.2,,3.633333333,3.566666667
3.366666667,2.842076503,,2,1.7,,5.366666667,3.5
3.033333333,2.57431694,,4.333333333,3.3,,26.46666667,11.83333333
6.5,5.745901639,,2.066666667,1.6,,2.433333333,1.9
5.766666667,4.91420765,,12.43333333,9.766666667,,1.733333333,1.5
4.8,4.144262295,,14.1,10.03333333,,9.666666667,6.2
3.266666667,2.906010929,,19.26666667,14.53333333,,4.766666667,3.6
4.033333333,3.803825137,,4.566666667,3.633333333,,3.5,2.033333333
4.566666667,3.779781421,,2.466666667,2.333333333,,8.833333333,6.433333333
8.033333333,6.820218579,,2.966666667,2.566666667,,3.566666667,2.566666667
26,15.86885246,,5.766666667,3.833333333,,7.133333333,4.766666667
5.7,4.798360656,,2.166666667,1.833333333,,7.366666667,5
5.8,4.652459016,,3.266666667,2.533333333,,3.8,3.066666667
2.833333333,2.603825137,,6.833333333,4.966666667,,3.266666667,2.333333333
1.966666667,1.80273224,,8.6,5.966666667,,8.866666667,7.1
5.933333333,4.949726776,,2.533333333,2.533333333,,4.066666667,3.3
10.73333333,9.389071038,,7.3,6,,7.466666667,3.466666667
7.766666667,6.471584699,,2.566666667,2.133333333,,76.73333333,57.4
4.1,3.247540984,,2.266666667,2.2,,1.9,1.566666667
7.566666667,7.222404372,,8.533333333,6.7,,3.866666667,2.8
2.2,2.101639344,,3.1,2,,10.73333333,7.366666667
2.166666667,1.969945355,,3.266666667,2.166666667,,2.233333333,1.866666667
3.9,3.506557377,,2.866666667,2.133333333,,3.2,2.8
2.966666667,2.786338798,,2.3,1.866666667,,3.133333333,2.3
7.066666667,5.951912568,,8.366666667,4.733333333,,10.06666667,8.5
5.133333333,4.346448087,,2.166666667,1.866666667,,6,4.333333333
2.7,2.290163934,,41.56666667,23.66666667,,2.666666667,2.233333333
7.166666667,6.461748634,,1.866666667,1.966666667,,1.9,1.833333333
1.7,1.683606557,,4.033333333,3.4,,11.23333333,9.466666667
2.966666667,2.704371585,,3.233333333,2.233333333,,3.4,2.733333333
2.5,2.204918033,,1.766666667,1.666666667,,3.233333333,2.1
2.233333333,2.200546448,,6.566666667,4.966666667,,21.43333333,8.366666667
2.433333333,2.318579235,,2.766666667,1.566666667,,7.066666667,4.2
5.4,4.744262295,,2.9,1.6,,5.7,3.5
2.533333333,2.369398907,,3.066666667,2.366666667,,15.3,10.56666667
12.06666667,11.16502732,,7.766666667,5.466666667,,9.266666667,7.366666667
2.7,2.339344262,,8.266666667,5.366666667,,2.366666667,1.9
5.2,4.593442623,,5.966666667,3.466666667,,2.966666667,2.033333333
5.2,4.118032787,,10.03333333,6.566666667,,6.7,4.5
1.933333333,1.818579235,,5.166666667,3.666666667,,8.033333333,4.133333333
1.733333333,1.634972678,,1.866666667,1.566666667,,2.366666667,2
18.53333333,14.46775956,,8.733333333,5.5,,9.233333333,5.966666667
1.933333333,1.818579235,,29.96666667,23.2,,1.766666667,1.666666667
3.5,3.024590164,,3.966666667,1.7,,14.46666667,8.666666667
5.133333333,4.215300546,,6.833333333,4.633333333,,3.4,2.766666667
18.36666667,15.05519126,,2.866666667,2.533333333,,5.466666667,4.033333333
7.833333333,7.144808743,,10.1,5.633333333,,5.866666667,4.966666667
5.5,4.139344262,,2.266666667,2.133333333,,4.533333333,3.333333333
3.166666667,2.855191257,,10.43333333,8.566666667,,5.566666667,4.033333333
3.766666667,3.143715847,,2.666666667,2.266666667,,2.566666667,2.133333333
5.233333333,4.512021858,,2.933333333,2.333333333,,7.366666667,5.733333333
1.966666667,1.983060109,,4.633333333,3.4,,3.9,2.233333333
7,5.901639344,,37.93333333,18.33333333,,1.466666667,1.5
5.7,4.63442623,,2.4,2.133333333,,2.2,2.066666667
4.933333333,4.359562842,,2.166666667,2.066666667,,2.633333333,1.9
18.03333333,14.08251366,,2.7,2.333333333,,12.63333333,9.866666667
3.4,3.137704918,,3.4,2.633333333,,1.8,1.733333333
2.666666667,2.404371585,,3.033333333,2.5,,16.9,12.23333333
8.7,7.831147541,,4.333333333,2.766666667,,2.933333333,2.1
2.7,2.372131148,,7.166666667,5.033333333,,7.433333333,5.933333333
3.033333333,2.689071038,,6.033333333,3.766666667,,2.966666667,2.433333333
3.3,2.808196721,,7.5,4.9,,2.166666667,1.8
5.233333333,4.626775956,,5.133333333,2.2,,11.96666667,7.766666667
6.066666667,5.296174863,,7.733333333,4.766666667,,5.033333333,3.533333333
9.766666667,8.094535519,,12.76666667,10.23333333,,2.266666667,1.666666667
9.233333333,8.003825137,,6.2,4.266666667,,2.833333333,2.633333333
2.5,2.237704918,,25.2,18.83333333,,9.166666667,7.233333333
2.666666667,2.453551913,,6.066666667,4.466666667,,1.966666667,1.533333333
6.2,5.593442623,,31.66666667,22.6,,3.433333333,1.966666667
8.5,8.696721311,,2.1,1.766666667,,10.06666667,8.466666667
19.2,16.93770492,,1.5,1.466666667,,3.1,2.566666667
1.966666667,1.901092896,,7.966666667,5.6,,17.66666667,9.833333333
2.833333333,2.489071038,,3.066666667,1.733333333,,1.733333333,1.7
39.7,32.45409836,,4.833333333,4.166666667,,3.666666667,2.766666667
1.666666667,1.601092896,,2.7,2.566666667,,2.133333333,1.8
4.733333333,3.946448087,,4,2.366666667,,4.8,4.033333333
4.133333333,3.559562842,,6.233333333,3.2,,3.166666667,2.666666667
10.23333333,8.020218579,,8.9,6,,5.233333333,3.566666667
2.866666667,2.735519126,,18.03333333,11.8,,12.73333333,8.833333333
4.166666667,3.543715847,,2.266666667,2,,11.03333333,8.333333333
21.4,17.21967213,,5.6,3.9,,3.433333333,2.7
2.7,2.519672131,,3.333333333,2.4,,10.66666667,7.766666667
3.266666667,3.020765027,,5,2.966666667,,6.866666667,4.966666667
1.6,1.501639344,,27.43333333,20.63333333,,2.6,1.633333333
1.9,1.686885246,,2.533333333,2.466666667,,2.966666667,1.7
2.933333333,2.703825137,,12.3,5.033333333,,12.9,8.7
2.433333333,2.187431694,,5.566666667,4.5,,1.6,1.566666667
1.766666667,1.684699454,,2.266666667,2.233333333,,3.766666667,2.666666667
3.366666667,2.973224044,,17.96666667,11.66666667,,5.366666667,4.566666667
8.666666667,7.453551913,,3.333333333,2.433333333,,23.06666667,17.53333333
5.633333333,4.075956284,,8.666666667,6.366666667,,4.166666667,3.3
2.166666667,1.969945355,,42.43333333,21.43333333,,3.633333333,2.266666667
6.933333333,6.130054645,,5.333333333,4.033333333,,1.533333333,1.7
2.066666667,1.935519126,,13.26666667,9.866666667,,6.3,4.5
2.033333333,1.902185792,,5.6,2.566666667,,7.066666667,4.666666667
2.833333333,2.75136612,,16.9,14.6,,3.433333333,2.8
8.066666667,6.033879781,,12,8,,3.3,2.666666667
7.9,6.473770492,,2.9,2.233333333,,6.833333333,5
4.033333333,3.590710383,,2.333333333,2.3,,11.93333333,7.133333333
2.633333333,2.371038251,,4.1,2.866666667,,1.966666667,1.566666667
57.33333333,50.28415301,,10.53333333,8.533333333,,3.233333333,3.133333333
9.766666667,8.028961749,,3.7,3.2,,26.63333333,13.23333333
2.766666667,2.553551913,,5.2,4.333333333,,5.7,4.333333333
15.5,13.31967213,,4.1,3.033333333,,3.966666667,3.233333333
4.466666667,3.089617486,,2.833333333,2.066666667,,7.766666667,4.7
2.1,1.952459016,,12.43333333,8.5,,15.56666667,11.53333333
11.66666667,10.22404372,,2.333333333,2,,2.666666667,2
2.733333333,2.520218579,,8.333333333,2.9,,2.333333333,1.633333333
4.533333333,3.992349727,,6.466666667,5.033333333,,9.833333333,3.666666667
9.5,7.663934426,,2.833333333,1.9,,7.733333333,6.033333333
17.96666667,14.63879781,,12.13333333,8.5,,10.13333333,5.366666667
2.033333333,1.88579235,,78.83333333,59.66666667,,3.566666667,2.433333333
4.5,3.926229508,,3.7,2.666666667,,14.06666667,8.9
4.166666667,3.265027322,,4.233333333,3.8,,22.06666667,16.5
5.733333333,3.864480874,,7,5.366666667,,46,26.73333333
3.1,2.706557377,,4.433333333,3.966666667,,12.73333333,7.033333333
6.9,5.719672131,,6.266666667,4.7,,4.266666667,2.066666667
1.866666667,1.784699454,,3.733333333,3.133333333,,3.733333333,2.7
17.2,14.4295082,,3,2.233333333,,6.633333333,3.633333333
6.766666667,5.455191257,,6.833333333,4.766666667,,2.266666667,2
9.033333333,8.393989071,,2.166666667,2,,51.33333333,38.43333333
3.1,2.870491803,,3.266666667,2.2,,7.133333333,5.433333333
6.533333333,5.533333333,,10,5.433333333,,4.933333333,3.933333333
4.133333333,3.723497268,,1.933333333,1.966666667,,3.1,2.5
6.2,5.51147541,,5.633333333,2.366666667,,2.733333333,2.833333333
5.433333333,3.761202186,,3.266666667,2.566666667,,15.43333333,9.9
11.9,10.21147541,,7.7,5.7,,9.366666667,7.133333333
2.4,2.006557377,,4,3.233333333,,8.633333333,6.7
8.366666667,7.383060109,,7.2,4.866666667,,2.466666667,2.4
2.8,2.570491803,,42.56666667,27.66666667,,7.4,6.066666667
2.233333333,1.987431694,,2.266666667,1.8,,5.266666667,3.2
6.533333333,5.615300546,,13.23333333,6.666666667,,5.2,4.166666667
1.966666667,1.753551913,,3.166666667,2.366666667,,5.133333333,2.733333333
2.233333333,2.08579235,,3.766666667,3.866666667,,2,1.533333333
4.733333333,4.093989071,,2.5,1.8,,6.533333333,4.133333333
4.8,4.48852459,,23.93333333,20.53333333,,5.733333333,3.566666667
9.266666667,8.266666667,,3.033333333,1.966666667,,1.666666667,1.566666667
3.166666667,2.855191257,,1.966666667,1.6,,3.933333333,1.966666667
4.866666667,4.440437158,,4.033333333,2.133333333,,3.733333333,2.166666667
2.366666667,2.055191257,,7.233333333,5.333333333,,4.166666667,3.5
9.933333333,8.277595628,,2.033333333,1.9,,3.033333333,2.866666667
4.533333333,3.484153005,,3.7,3.066666667,,5.566666667,4.066666667
3.533333333,3.320218579,,2.833333333,2.3,,9.133333333,6.5
2.766666667,2.389617486,,3.466666667,2.866666667,,14.46666667,10.66666667
2.566666667,2.173224044,,5.2,2.466666667,,3,2.766666667
2.833333333,2.390710383,,5.366666667,4.033333333,,3.233333333,2.633333333
3.233333333,2.790710383,,6.9,5.7,,4.8,3.4
3.2,2.724590164,,8.833333333,5.5,,2.466666667,1.566666667
